Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Buy Prices,Sell Prices
ASHIANA,4,2,2,81442,"34, 161, 111, 59","89, 114, 50, 173"
ASHIMASYN,9,2,7,50185,"5, 4, 4, 3, 3, 2, 17, 7, 6","3, 3, 3, 2, 2, 6, 12, 3, 20"
ASHOKA,3,1,2,23049,"47, 37, 106","33, 99, 41"
ASHOKAMET,0,0,0,0,,
ASHOKLEY,8,3,5,97199,"23, 21, 17, 9, 24, 15, 90, 68","17, 14, 9, 23, 14, 41, 64, 184"
ASIANENE,0,0,0,0,,
ASIANHOTNR,4,2,2,81314,"826, 233, 112, 62","532, 171, 301, 167"
ASIANPAINT,2,2,0,101971,"89, 971","230, 2764"
ASIANTILES,8,2,6,62866,"46, 14, 33, 18, 129, 133, 124, 62","33, 36, 21, 63, 76, 91, 92, 46"
ASMS,5,3,2,142244,"88, 7, 1, 4, 4","57, 19, 3, 3, 11"
ASPINWALL,2,0,2,-23100,"219, 168","157, 86"
ASTEC,6,3,3,111993,"54, 25, 224, 538, 409, 1440","38, 63, 595, 351, 1112, 967"
ASTERDM,1,1,0,46282,124,313
ASTRAL,3,3,0,166050,"3, 15, 194","8, 47, 502"
ASTRAMICRO,6,2,4,76665,"35, 36, 126, 108, 99, 106","24, 112, 91, 80, 52, 283"
ASTRAZEN,3,2,1,102130,"578, 836, 3908","1649, 2358, 2796"
ASTRON,3,0,3,-38941,"108, 108, 40","79, 54, 23"
ATALREAL,1,0,1,-13490,17,9
ATAM,0,0,0,0,,
ATFL,0,0,0,0,,
ATGL,1,1,0,61021,117,348
ATL,0,0,0,0,,
ATLANTAA,11,2,9,8783,"69, 71, 47, 40, 11, 49, 40, 19, 9, 6, 20","50, 53, 29, 28, 27, 31, 29, 14, 6, 15, 12"
ATUL,4,2,2,81202,"67, 48, 2390, 8887","42, 134, 6112, 6242"
ATULAUTO,4,1,3,34248,"478, 340, 249, 186","333, 228, 139, 591"
AUBANK,0,0,0,0,,
AURIONPRO,6,3,3,129103,"68, 72, 181, 121, 118, 46","172, 200, 128, 84, 74, 137"
AUROPHARMA,4,2,2,74457,"32, 17, 58, 685","13, 47, 147, 470"
AURUM,4,2,2,67177,"271, 228, 77, 56","185, 604, 48, 140"
AUSOMENT,5,3,2,171204,"9, 6, 22, 10, 35","5, 15, 16, 40, 94"
AUTOAXLES,9,4,5,138299,"538, 292, 97, 415, 261, 610, 1244, 970, 564","378, 138, 243, 295, 661, 1560, 805, 688, 1448"
AUTOIND,8,2,6,73414,"235, 66, 153, 98, 72, 53, 51, 20","144, 185, 111, 55, 53, 34, 34, 69"
AVADHSUGAR,2,1,1,38829,"180, 190","118, 494"
AVALON,0,0,0,0,,
AVANTIFEED,2,1,1,41035,"187, 409","499, 294"
AVG,1,1,0,66738,51,172
AVONMORE,0,0,0,0,,
AVROIND,1,1,0,51441,11,31
AVTNPL,2,2,0,133864,"4, 27","13, 71"
AWHCL,0,0,0,0,,
AWL,1,0,1,-7684,436,327
AXISBANK,2,2,0,101337,"111, 444","307, 1166"
AXISCADES,6,3,3,137960,"13, 43, 158, 91, 66, 51","38, 112, 97, 62, 28, 168"
AXITA,0,0,0,0,,
AYMSYNTEX,3,1,2,38658,"93, 42, 24","60, 30, 70"
BAFNAPH,4,1,3,27282,"25, 11, 13, 108","12, 5, 42, 78"
BAGFILMS,6,0,6,-46424,"16, 4, 6, 5, 2, 3","11, 3, 5, 4, 2, 2"
BAIDFIN,1,0,1,-9351,28,19
BAJAJ-AUTO,4,3,1,126339,"294, 237, 1604, 3565","161, 611, 4193, 9148"
BAJAJCON,1,1,0,45657,112,284
BAJAJELEC,5,2,3,72951,"40, 215, 216, 174, 343","108, 140, 145, 457, 253"
BAJAJFINSV,5,5,0,258196,"15, 31, 64, 188, 585","39, 78, 185, 499, 1715"
BAJAJHCARE,1,0,1,-7437,391,292
BAJAJHIND,10,2,8,50933,"144, 62, 64, 112, 63, 35, 30, 16, 7, 6","87, 37, 172, 69, 46, 26, 21, 9, 5, 20"
BAJAJHLDNG,3,3,0,139722,"298, 808, 2543","746, 2177, 6391"
BAJFINANCE,3,2,1,92099,"43, 7, 2831","31, 18, 7524"
BALAJITELE,6,2,4,82392,"43, 46, 34, 57, 54, 44","32, 33, 103, 38, 37, 124"
BALAMINES,2,1,1,34984,"339, 332","235, 843"
BALAXI,2,1,1,42794,"4, 3","3, 8"
BALKRISHNA,6,2,4,49122,"47, 81, 31, 20, 19, 17","120, 50, 19, 8, 14, 44"
BALKRISIND,4,3,1,161990,"19, 118, 316, 996","54, 371, 832, 702"
BALMLAWRIE,3,1,2,37950,"40, 57, 152","23, 164, 113"
BALPHARMA,4,1,3,33706,"32, 16, 88, 47","23, 50, 53, 32"
BALRAMCHIN,4,2,2,86596,"60, 49, 43, 76","44, 36, 108, 214"
BANARBEADS,3,2,1,93650,"34, 29, 37","24, 85, 96"
BANARISUG,2,1,1,42790,"733, 991","511, 2674"
BANCOINDIA,7,3,4,147154,"22, 75, 127, 133, 117, 73, 163","68, 49, 95, 98, 86, 212, 510"
BANDHANBNK,4,0,4,-30770,"550, 526, 319, 268","404, 384, 239, 196"
BANG,7,1,6,-21399,"122, 50, 39, 11, 36, 21, 20","76, 36, 22, 6, 23, 12, 53"
BANKA,2,1,1,40720,"38, 29","28, 74"
BANKBARODA,5,2,3,64092,"57, 151, 144, 119, 51","142, 112, 100, 76, 131"
BANKINDIA,5,1,4,18821,"311, 210, 101, 76, 49","232, 142, 72, 51, 139"
BANSWRAS,7,3,4,133678,"15, 11, 41, 20, 73, 41, 39","10, 33, 29, 55, 49, 29, 111"
BARBEQUE,1,0,1,-11359,1166,718
BASF,4,2,2,106768,"255, 210, 589, 1481","184, 668, 1783, 1023"
BASML,7,3,4,112125,"35, 13, 23, 76, 50, 43, 34","23, 39, 60, 56, 37, 22, 84"
BATAINDIA,3,2,1,86164,"94, 52, 401","66, 138, 1082"
BAYERCROP,2,1,1,35785,"916, 4543","2392, 3068"
BBL,5,2,3,71064,"275, 183, 678, 480, 388","184, 533, 446, 285, 999"
BBOX,5,2,3,83681,"30, 17, 19, 11, 16","22, 11, 13, 28, 48"
BBTC,6,3,3,179959,"110, 27, 104, 403, 1380, 1135","63, 70, 450, 1287, 936, 732"
BBTCL,1,0,1,-8154,41,30
BCG,5,1,4,10939,"4, 2, 4, 31, 19","3, 1, 11, 17, 14"
BCLIND,0,0,0,0,,
BCONCEPTS,2,1,1,71313,"43, 20","25, 74"
BDL,1,1,0,54414,581,1557
BEARDSELL,3,2,1,121467,"9, 8, 8","6, 29, 22"
BECTORFOOD,1,1,0,47310,315,807
BEDMUTHA,4,1,3,19914,"14, 9, 28, 18","10, 24, 17, 14"
BEL,5,3,2,130896,"8, 13, 12, 31, 30","22, 9, 30, 23, 80"
BEML,6,3,3,149760,"427, 158, 854, 634, 538, 1556","318, 550, 513, 380, 1352, 4401"
BEPL,5,2,3,104030,"14, 12, 59, 49, 31","9, 45, 43, 36, 80"
BERGEPAINT,2,2,0,109354,"12, 68","32, 198"
BFINVEST,3,1,2,28267,"44, 40, 334","31, 101, 241"
BFUTILITIE,4,1,3,18596,"1436, 440, 321, 180","924, 279, 221, 477"
BGRENERGY,6,1,5,6065,"179, 550, 369, 110, 63, 36","494, 397, 257, 80, 41, 21"
BHAGCHEM,0,0,0,0,,
BHAGERIA,1,0,1,-8223,137,102
BHAGYANGR,3,1,2,35744,"15, 10, 33","10, 26, 25"
BHANDARI,3,0,3,-27494,"3, 1, 2","2, 1, 1"
BHARATFORG,6,2,4,62342,"188, 134, 49, 165, 437, 326","141, 92, 138, 115, 235, 834"
BHARATGEAR,7,3,4,121133,"28, 12, 41, 34, 24, 104, 26","16, 32, 30, 24, 76, 62, 66"
BHARATRAS,1,1,0,52767,115,303
BHARATWIRE,2,1,1,65480,"34, 23","25, 76"
BHARTIARTL,3,1,2,34495,"405, 340, 277","295, 252, 728"
BHEL,6,1,5,-4348,"205, 155, 104, 84, 57, 28","150, 116, 61, 59, 31, 71"
BIGBLOC,1,0,1,-8424,6,5
BIKAJI,0,0,0,0,,
BIL,9,3,6,105845,"122, 25, 62, 182, 539, 458, 272, 187, 141","87, 74, 41, 502, 395, 294, 202, 131, 378"
BINANIIND,5,2,3,118030,"226, 46, 110, 65, 6","117, 135, 73, 45, 28"
BIOCON,3,2,1,97285,"24, 61, 40","60, 46, 120"
BIOFILCHEM,3,1,2,43478,"7, 8, 78","5, 27, 58"
BIRLACABLE,5,3,2,199223,"8, 17, 52, 39, 49","23, 12, 32, 164, 146"
BIRLACORPN,6,2,4,70737,"130, 354, 282, 445, 777, 524","334, 260, 199, 322, 567, 1493"
BIRLAMONEY,4,2,2,84409,"20, 62, 56, 34","51, 43, 36, 100"
BKMINDST,2,2,0,123023,"5, 1","16, 2"
BLAL,0,0,0,0,,
BLBLIMITED,6,3,3,147384,"9, 5, 3, 4, 4, 20","5, 4, 8, 3, 13, 52"
BLISSGVS,2,0,2,-19380,"28, 119","20, 73"
BLKASHYAP,5,3,2,144314,"17, 13, 50, 6, 24","46, 9, 33, 18, 63"
BLS,2,1,1,55180,"47, 16","34, 51"
BLUECHIP,6,0,6,-71571,"1, 0, 0, 0, 0, 0","1, 0, 0, 0, 0, 0"
BLUECOAST,6,2,4,66428,"81, 142, 81, 63, 131, 5","247, 100, 59, 172, 91, 3"
BLUEDART,5,2,3,75378,"1969, 5962, 5204, 3097, 2484","5287, 4385, 3769, 2247, 6507"
BLUEJET,0,0,0,0,,
BLUESTARCO,7,3,4,109710,"213, 78, 186, 94, 81, 339, 318","145, 196, 124, 68, 214, 230, 875"
BODALCHEM,4,1,3,14853,"12, 42, 42, 127","8, 26, 106, 79"
BOHRAIND,4,1,3,68844,"840, 508, 34, 30","562, 307, 23, 133"
BOMDYEING,8,3,5,140152,"34, 79, 69, 58, 49, 135, 94, 72","108, 47, 51, 40, 176, 71, 69, 186"
BOROLTD,0,0,0,0,,
BORORENEW,1,1,0,54938,45,133
BOSCHLTD,4,1,3,13638,"4143, 20784, 15305, 11418","2962, 14439, 9396, 28591"
BPCL,2,1,1,37441,"60, 97","37, 249"
BPL,4,1,3,107384,"56, 19, 22, 22","37, 14, 11, 120"
BRIGADE,4,4,0,218337,"34, 41, 136, 488","87, 114, 410, 1284"
BRITANNIA,1,1,0,52206,132,362
BRNL,2,0,2,-23857,"122, 70","83, 33"
BROOKS,3,2,1,85055,"15, 37, 35","38, 22, 98"
BSE,3,1,2,61601,"275, 204, 523","200, 151, 1863"
BSHSL,0,0,0,0,,
BSL,6,2,4,65076,"13, 29, 16, 62, 34, 25","33, 20, 12, 42, 19, 73"
BSOFT,7,5,2,258284,"40, 29, 8, 50, 69, 79, 305","26, 18, 26, 126, 172, 247, 848"
BTML,0,0,0,0,,
BURNPUR,5,0,5,-54220,"10, 10, 9, 2, 2","7, 8, 5, 1, 1"
BUTTERFLY,3,2,1,102092,"198, 300, 133","538, 174, 416"
BVCL,4,1,3,21437,"18, 8, 12, 23","13, 6, 8, 59"
BYKE,2,1,1,40169,"23, 12","16, 32"
CALSOFT,8,3,5,158064,"19, 34, 5, 41, 22, 18, 10, 23","49, 24, 21, 23, 13, 13, 31, 14"
CAMLINFINE,4,1,3,20333,"56, 53, 152, 130","39, 135, 108, 89"
CAMPUS,0,0,0,0,,
CAMS,0,0,0,0,,
CANBK,6,2,4,59239,"42, 91, 84, 50, 40, 20","113, 62, 53, 31, 29, 51"
CANFINHOME,3,2,1,110866,"11, 19, 289","7, 64, 777"
CANTABIL,1,1,0,52241,4,9
CAPACITE,2,1,1,43097,"242, 112","159, 310"
CAPLIPOINT,1,1,0,58050,231,681
CAPTRUST,4,0,4,-45226,"218, 150, 138, 83","134, 78, 97, 58"
CARBORUNIV,4,3,1,142834,"50, 112, 328, 278","129, 282, 222, 830"
CAREERP,1,0,1,-7317,116,85
CARERATING,5,1,4,14151,"665, 1300, 1011, 639, 419","1671, 929, 755, 476, 298"
CARTRADE,1,0,1,-6886,650,481
CARYSIL,1,0,1,-8860,696,490
CASTROLIND,2,1,1,46341,"45, 38","30, 110"
CCHHL,3,1,2,27195,"10, 7, 3","8, 4, 7"
CCL,6,3,3,129123,"28, 19, 8, 26, 16, 193","20, 14, 22, 15, 42, 502"
CDSL,2,1,1,39810,"243, 1249","624, 909"
CEATLTD,3,2,1,89201,"54, 1264, 957","150, 924, 2471"
CELEBRITY,4,2,2,131668,"75, 12, 3, 10","51, 32, 14, 8"
CENTENKA,6,2,4,71570,"145, 67, 215, 193, 175, 462","108, 185, 158, 119, 484, 344"
CENTEXT,4,2,2,86134,"4, 5, 3, 3","11, 3, 2, 7"
CENTRALBK,9,2,7,57015,"36, 108, 102, 78, 50, 37, 23, 18, 14","137, 66, 72, 56, 32, 25, 16, 11, 35"
CENTRUM,3,1,2,26401,"24, 18, 25","9, 48, 19"
CENTUM,7,2,5,58441,"49, 113, 57, 710, 581, 383, 298","138, 77, 41, 485, 407, 253, 759"
CENTURYPLY,5,2,3,89613,"30, 27, 175, 159, 128","22, 82, 126, 111, 350"
CENTURYTEX,8,4,4,141165,"873, 220, 554, 1263, 978, 644, 333, 799","509, 589, 1437, 889, 422, 296, 937, 1997"
CERA,2,2,0,98464,"43, 2017","121, 5261"
CEREBRAINT,2,1,1,54286,"8, 25","24, 18"
CESC,2,2,0,92420,"21, 52","52, 132"
CGCL,3,2,1,87001,"14, 107, 702","41, 276, 237"
CGPOWER,5,2,3,78765,"32, 58, 45, 43, 8","85, 35, 32, 29, 22"
CHALET,1,1,0,46174,151,384
CHAMBLFERT,3,1,2,28232,"44, 39, 165","33, 100, 108"
CHEMBOND,1,1,0,63172,168,511
CHEMCON,1,0,1,-7896,319,229
CHEMFAB,1,1,0,58104,194,576
CHEMPLASTS,0,0,0,0,,
CHENNPETRO,4,3,1,169710,"115, 65, 296, 78","295, 170, 221, 279"
CHEVIOT,0,0,0,0,,
CHOICEIN,0,0,0,0,,
CHOLAFIN,4,3,1,138458,"7, 31, 206, 189","19, 78, 153, 519"
CHOLAHLDNG,5,3,2,119737,"31, 20, 91, 486, 332","16, 50, 229, 290, 899"
CIEINDIA,5,2,3,63318,"69, 77, 44, 192, 117","51, 47, 112, 133, 300"
CIGNITITEC,2,0,2,-16767,"438, 268","320, 189"
CINELINE,7,2,5,38382,"118, 45, 35, 22, 9, 45, 24","84, 30, 18, 13, 23, 27, 62"
CINEVISTA,4,2,2,113199,"4, 3, 9, 6","3, 10, 6, 21"
CIPLA,2,2,0,102059,"220, 527","627, 1351"
CLEAN,0,0,0,0,,
CLEDUCATE,1,1,0,47775,11,30
CLSEL,0,0,0,0,,
CMSINFO,0,0,0,0,,
COALINDIA,3,1,2,27060,"325, 271, 126","237, 185, 314"
COASTCORP,1,0,1,-11727,273,176
COCHINSHIP,2,1,1,51178,"196, 150","133, 453"
COFFEEDAY,3,1,2,33363,"236, 50, 22","123, 32, 67"
COFORGE,3,2,1,92150,"142, 68, 1452","87, 180, 4157"
COLPAL,1,1,0,45714,677,1720
COMPINFO,8,2,6,53937,"15, 12, 7, 36, 15, 13, 24, 14","11, 7, 21, 26, 8, 40, 15, 8"
COMPUSOFT,2,1,1,37551,"14, 7","10, 17"
CONCOR,2,2,0,94034,"152, 398","380, 1028"
CONCORDBIO,0,0,0,0,,
CONFIPET,0,0,0,0,,
CONSOFINVT,5,3,2,159559,"46, 59, 41, 30, 30","125, 43, 31, 80, 97"
CONTROLPR,1,0,1,-8289,264,186
CORALFINAC,2,1,1,50953,"17, 13","13, 36"
CORDSCABLE,5,2,3,64410,"36, 14, 66, 50, 38","24, 36, 44, 24, 103"
COROMANDEL,4,3,1,133817,"54, 284, 195, 415","140, 201, 515, 1053"
COSMOFIRST,2,1,1,45642,"48, 35","32, 98"
COUNCODOS,8,2,6,38149,"3, 3, 2, 1, 1, 4, 2, 2","8, 2, 1, 1, 4, 2, 2, 1"
CRAFTSMAN,0,0,0,0,,
CREATIVE,1,1,0,45781,53,135
CREATIVEYE,3,1,2,25325,"6, 3, 1","4, 2, 4"
CREDITACC,1,1,0,53038,522,1456
CREST,3,1,2,34766,"53, 31, 100","34, 86, 52"
CRISIL,3,2,1,85676,"377, 270, 961","253, 681, 2539"
CROMPTON,0,0,0,0,,
CROWN,2,1,1,70736,"17, 7","12, 25"
CSBBANK,0,0,0,0,,
CSLFINANCE,0,0,0,0,,
CTE,7,2,5,128949,"43, 16, 10, 7, 3, 79, 17","19, 11, 8, 5, 16, 57, 46"
CUB,3,2,1,86365,"16, 10, 40","10, 26, 107"
CUBEXTUB,5,2,3,92044,"11, 5, 11, 11, 20","8, 12, 8, 33, 15"
CUMMINSIND,7,3,4,107313,"227, 132, 420, 871, 768, 575, 392","146, 367, 1099, 648, 575, 327, 999"
CUPID,3,1,2,37793,"13, 128, 135","8, 365, 93"
CYBERMEDIA,6,1,5,83915,"29, 21, 12, 9, 4, 3","21, 14, 9, 6, 3, 15"
CYBERTECH,4,1,3,58764,"14, 44, 42, 158","10, 28, 165, 100"
CYIENT,6,4,2,172959,"154, 72, 129, 460, 276, 845","105, 184, 341, 229, 737, 2293"
CYIENTDLM,0,0,0,0,,
DABUR,1,1,0,49547,44,118
DALBHARAT,2,1,1,34964,"881, 673","491, 1765"
DALMIASUG,3,3,0,209727,"90, 14, 62","252, 65, 160"
DAMODARIND,2,1,1,45684,"30, 25","18, 70"
DANGEE,1,1,0,48197,6,16
DATAMATICS,6,1,5,8578,"37, 17, 63, 141, 103, 77","26, 50, 43, 104, 74, 41"
DATAPATTNS,0,0,0,0,,
DBCORP,3,1,2,28559,"250, 187, 117","165, 136, 301"
DBL,2,0,2,-25025,"838, 642","423, 410"
DBOL,0,0,0,0,,
DBREALTY,9,1,8,-13296,"72, 82, 71, 60, 51, 28, 12, 6, 108","49, 60, 53, 37, 36, 20, 8, 19, 75"
DBSTOCKBRO,2,1,1,75499,"98, 9","69, 34"
DCAL,5,2,3,70337,"96, 26, 296, 225, 84","66, 69, 207, 166, 214"
DCBBANK,5,3,2,142780,"24, 59, 43, 94, 108","69, 44, 121, 237, 79"
DCI,0,0,0,0,,
