Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Buy Prices,Sell Prices
ACL,8,2,6,46166,"231, 120, 133, 103, 53, 62, 147, 137","166, 80, 266, 52, 37, 203, 108, 86"
ACLGATI,10,2,8,-2410,"45, 36, 28, 120, 121, 106, 87, 60, 44, 146","30, 27, 62, 88, 76, 75, 54, 38, 89, 100"
ADANIENSOL,0,0,0,0,,
ADANIENT,7,4,3,109485,"32, 64, 31, 32, 50, 47, 146","67, 47, 22, 64, 32, 116, 297"
ADANIGREEN,0,0,0,0,,
ADANIPORTS,4,4,0,125516,"77, 144, 248, 632","158, 290, 510, 1320"
ADANIPOWER,7,3,4,64506,"80, 53, 39, 32, 31, 36, 225","47, 35, 29, 20, 64, 85, 525"
ADFFOODS,3,1,2,22281,"12, 54, 55","9, 34, 129"
ADL,0,0,0,0,,
ADORWELD,2,1,1,20595,"111, 352","235, 185"
ADROITINFO,2,0,2,-18150,"6, 6","4, 4"
ADSL,6,2,4,35112,"187, 126, 28, 12, 25, 17","98, 90, 19, 30, 17, 37"
ADVANIHOTR,5,2,3,45460,"46, 20, 15, 28, 23","34, 14, 38, 15, 46"
ADVENZYMES,2,1,1,27650,"262, 183","189, 401"
AEGISCHEM,5,2,3,53826,"5, 17, 16, 13, 196","11, 11, 11, 31, 139"
AEROFLEX,0,0,0,0,,
AETHER,0,0,0,0,,
AFFLE,1,0,1,-8346,1309,932
AGARIND,1,1,0,32397,70,152
AGI,8,2,6,1533,"24, 17, 40, 29, 29, 86, 68, 284","16, 11, 29, 21, 58, 57, 45, 572"
AGRITECH,4,2,2,104498,"6, 73, 61, 35","24, 50, 43, 74"
AGROPHOS,2,1,1,16200,"17, 11","9, 24"
AGSTRA,0,0,0,0,,
AHL,0,0,0,0,,
AHLADA,2,0,2,-11543,"61, 129","46, 97"
AHLEAST,2,1,1,24602,"149, 67","108, 139"
AHLUCONT,1,1,0,38206,135,306
AIAENG,4,3,1,89298,"313, 169, 940, 1937","156, 379, 1974, 4107"
AIRAN,1,0,1,-8075,21,15
AIROLAM,2,1,1,44453,"37, 20","27, 55"
AJANTPHARM,3,2,1,60705,"5, 913, 759","12, 642, 1528"
AJMERA,7,4,3,219911,"46, 119, 57, 121, 224, 145, 88","216, 88, 132, 245, 159, 96, 272"
AJOONI,3,1,2,17240,"4, 2, 1","3, 1, 3"
AKASH,1,0,1,-10444,59,36
AKG,2,2,0,116370,"9, 18","35, 37"
AKI,0,0,0,0,,
AKSHAR,1,0,1,-12456,6,4
AKSHARCHEM,2,0,2,-19693,"237, 326","152, 226"
AKSHOPTFBR,6,1,5,-23787,"55, 13, 7, 28, 8, 7","37, 7, 15, 19, 6, 5"
AKZOINDIA,2,2,0,65842,"416, 902","866, 1912"
ALANKIT,4,1,3,15667,"28, 24, 15, 17","70, 14, 11, 12"
ALBERTDAVD,1,1,0,33099,351,741
ALEMBICLTD,4,0,4,-35933,"32, 19, 11, 47","23, 11, 8, 35"
ALICON,5,3,2,102333,"22, 60, 67, 586, 251","58, 44, 144, 392, 556"
ALKALI,2,0,2,-19959,"60, 31","40, 22"
ALKEM,1,1,0,33498,1794,3879
ALKYLAMINE,4,2,2,48834,"14, 120, 3180, 2536","29, 247, 2155, 1814"
ALLCARGO,5,2,3,41877,"24, 16, 13, 26, 20","16, 11, 29, 15, 40"
ALLSEC,6,4,2,125263,"151, 26, 15, 27, 277, 187","90, 58, 37, 71, 116, 388"
ALMONDZ,5,2,3,60470,"19, 33, 10, 9, 11","46, 22, 6, 6, 28"
ALOKINDS,7,1,6,32087,"24, 21, 10, 8, 3, 4, 3","18, 16, 7, 5, 2, 3, 12"
ALPA,6,1,5,12055,"22, 10, 8, 7, 35, 31","16, 7, 6, 20, 26, 23"
ALPHAGEO,11,4,7,90549,"104, 213, 121, 58, 33, 471, 964, 485, 194, 187, 312","209, 148, 88, 41, 88, 1041, 597, 304, 125, 435, 220"
ALPSINDUS,8,2,6,48434,"51, 8, 2, 6, 3, 1, 2, 5","29, 5, 6, 4, 2, 2, 1, 3"
AMBER,2,2,0,64143,"817, 2117","1734, 4437"
AMBICAAGAR,1,1,0,39489,8,17
AMBIKCO,2,2,0,73978,"51, 175","112, 388"
AMBUJACEM,2,2,0,71097,"70, 174","141, 411"
AMDIND,3,1,2,13552,"16, 27, 17","10, 20, 34"
AMIORG,0,0,0,0,,
AMJLAND,4,2,2,50773,"9, 19, 20, 20","19, 14, 14, 41"
AMRUTANJAN,1,1,0,32978,215,446
ANANDRATHI,0,0,0,0,,
ANANTRAJ,8,2,6,32053,"37, 34, 26, 23, 18, 16, 10, 74","22, 24, 19, 17, 12, 11, 26, 152"
ANDHRAPAP,5,3,2,95900,"70, 45, 182, 432, 243","39, 95, 473, 316, 492"
ANDHRSUGAR,2,1,1,33885,"15, 58","38, 35"
ANGELONE,1,1,0,32566,1230,2582
ANIKINDS,5,3,2,142156,"24, 26, 41, 9, 9","58, 78, 30, 7, 24"
ANKITMETAL,4,0,4,-35375,"8, 3, 2, 5","6, 2, 1, 4"
ANMOL,0,0,0,0,,
ANTGRAPHIC,6,3,3,67655,"0, 0, 1, 1, 1, 1","1, 0, 1, 0, 1, 1"
ANUP,2,2,0,63078,"192, 434","397, 879"
ANURAS,1,0,1,-7707,797,594
APARINDS,5,2,3,49946,"176, 146, 118, 616, 349","130, 108, 259, 454, 780"
APCL,2,1,1,32087,"124, 228","292, 162"
APCOTEXIND,3,2,1,60945,"4, 86, 210","7, 174, 157"
APEX,2,0,2,-16952,"242, 259","169, 193"
APLAPOLLO,1,1,0,31466,144,292
APLLTD,1,0,1,-9494,627,428
APOLLO,1,0,1,-7573,12,9
APOLLOHOSP,1,0,1,-8492,1302,950
APOLLOPIPE,0,0,0,0,,
APOLLOTYRE,6,4,2,118680,"39, 18, 70, 163, 108, 205","23, 40, 160, 79, 232, 433"
APOLSINHOT,1,1,0,30447,850,1765
APTECHT,7,3,4,79712,"193, 66, 76, 38, 137, 112, 78","139, 178, 47, 89, 90, 60, 157"
APTUS,1,0,1,-9715,360,242
ARCHIDPLY,4,2,2,56812,"15, 16, 5, 25","30, 10, 13, 15"
ARCHIES,7,1,6,-23533,"25, 24, 25, 30, 24, 20, 13","17, 17, 18, 19, 17, 13, 27"
ARE&M,0,0,0,0,,
ARENTERP,1,1,0,66604,11,35
ARIES,5,3,2,108981,"35, 122, 67, 90, 138","73, 86, 43, 260, 290"
ARIHANTCAP,0,0,0,0,,
ARIHANTSUP,6,2,4,45889,"61, 40, 31, 28, 25, 160","35, 25, 21, 20, 62, 385"
ARMANFIN,2,2,0,72832,"226, 445","529, 910"
AROGRANITE,3,2,1,74496,"22, 21, 26","17, 51, 54"
ARROWGREEN,4,2,2,72570,"463, 116, 44, 94","301, 69, 108, 259"
ARSHIYA,6,2,4,42500,"172, 15, 16, 38, 32, 8","127, 11, 40, 27, 66, 6"
ARTEMISMED,0,0,0,0,,
ARTNIRMAN,2,1,1,35448,"20, 74","46, 51"
ARVEE,3,2,1,132895,"28, 35, 87","20, 139, 224"
ARVIND,6,4,2,133947,"19, 7, 30, 91, 32, 98","12, 15, 64, 63, 80, 226"
ARVINDFASN,2,1,1,23227,"164, 151","120, 308"
ARVSMART,4,2,2,45630,"87, 124, 101, 190","180, 90, 68, 385"
ASAHIINDIA,4,3,1,113413,"42, 38, 209, 177","97, 89, 156, 383"
ASAHISONG,2,1,1,20461,"137, 148","74, 317"
ASAL,7,4,3,161692,"26, 75, 47, 44, 36, 21, 344","57, 53, 32, 94, 20, 77, 823"
ASALCBR,0,0,0,0,,
ASHAPURMIN,5,3,2,93456,"28, 20, 65, 28, 96","59, 46, 44, 17, 227"
ASHIANA,4,2,2,43585,"34, 161, 111, 59","70, 114, 50, 132"
ASHIMASYN,10,3,7,59161,"5, 4, 4, 3, 3, 2, 17, 7, 6, 14","3, 3, 3, 2, 2, 6, 12, 3, 13, 31"
ASHOKA,4,2,2,52832,"47, 37, 106, 80","33, 90, 41, 182"
ASHOKAMET,0,0,0,0,,
ASHOKLEY,8,3,5,47215,"23, 21, 17, 9, 24, 15, 90, 68","17, 14, 9, 18, 14, 32, 64, 142"
ASIANENE,0,0,0,0,,
ASIANHOTNR,5,3,2,102188,"826, 233, 489, 112, 62","532, 562, 318, 264, 140"
ASIANPAINT,2,2,0,61336,"89, 971","180, 1986"
ASIANTILES,8,2,6,25554,"46, 14, 33, 18, 129, 133, 124, 62","33, 33, 21, 44, 76, 91, 92, 46"
ASMS,5,4,1,159616,"88, 7, 1, 4, 4","176, 14, 3, 3, 11"
ASPINWALL,3,2,1,56755,"219, 168, 123","509, 86, 254"
ASTEC,6,3,3,103867,"54, 25, 224, 538, 409, 1440","38, 63, 542, 351, 939, 967"
ASTERDM,1,1,0,31170,124,252
ASTRAL,3,3,0,100292,"3, 15, 194","6, 31, 408"
ASTRAMICRO,6,2,4,58864,"35, 36, 126, 108, 99, 106","24, 112, 91, 80, 52, 220"
ASTRAZEN,4,3,1,98149,"578, 836, 3908, 2750","1356, 1891, 2796, 5527"
ASTRON,3,0,3,-38941,"108, 108, 40","79, 54, 23"
ATALREAL,1,0,1,-13490,17,9
ATAM,0,0,0,0,,
ATFL,2,1,1,22811,"506, 909","1021, 674"
ATGL,1,1,0,61021,117,348
ATL,0,0,0,0,,
ATLANTAA,11,2,9,3288,"69, 71, 47, 40, 11, 49, 40, 19, 9, 6, 20","50, 53, 29, 28, 24, 31, 29, 14, 6, 15, 12"
ATUL,4,2,2,45276,"67, 48, 2390, 8887","42, 101, 4914, 6242"
ATULAUTO,4,1,3,-922,"478, 340, 249, 186","333, 228, 139, 382"
AUBANK,1,1,0,32643,370,777
AURIONPRO,6,3,3,61774,"68, 72, 181, 121, 118, 46","140, 144, 128, 84, 74, 92"
AUROPHARMA,7,4,3,122037,"32, 17, 58, 685, 481, 734, 463","13, 39, 147, 470, 981, 531, 1042"
AURUM,4,2,2,60600,"271, 228, 77, 56","185, 550, 48, 140"
AUSOMENT,5,3,2,96231,"9, 6, 22, 10, 35","5, 14, 16, 22, 78"
AUTOAXLES,9,4,5,98043,"538, 292, 97, 415, 261, 610, 1244, 970, 564","378, 138, 214, 295, 583, 1439, 805, 688, 1159"
AUTOIND,8,2,6,3563,"235, 66, 153, 98, 72, 53, 51, 20","144, 138, 111, 55, 53, 34, 34, 41"
AVADHSUGAR,2,1,1,38829,"180, 190","118, 494"
AVALON,0,0,0,0,,
AVANTIFEED,2,1,1,35894,"187, 409","467, 294"
AVG,1,1,0,34692,51,105
AVONMORE,0,0,0,0,,
AVROIND,1,1,0,33507,11,23
AVTNPL,2,2,0,72106,"4, 27","7, 64"
AWHCL,0,0,0,0,,
AWL,1,0,1,-7684,436,327
AXISBANK,2,2,0,61543,"111, 444","225, 906"
AXISCADES,6,3,3,103239,"13, 43, 158, 91, 66, 51","38, 112, 97, 62, 28, 107"
AXITA,0,0,0,0,,
AYMSYNTEX,3,1,2,21751,"93, 42, 24","60, 30, 53"
BAFNAPH,4,1,3,27282,"25, 11, 13, 108","12, 5, 42, 78"
BAGFILMS,6,0,6,-46424,"16, 4, 6, 5, 2, 3","11, 3, 5, 4, 2, 2"
BAIDFIN,1,0,1,-9351,28,19
BAJAJ-AUTO,4,3,1,88668,"294, 237, 1604, 2710","161, 517, 3257, 6091"
BAJAJCON,1,1,0,31239,112,229
BAJAJELEC,5,2,3,39352,"40, 215, 216, 174, 343","88, 140, 145, 356, 253"
BAJAJFINSV,6,5,1,166062,"15, 39, 31, 64, 188, 585","36, 27, 63, 131, 391, 1181"
BAJAJHCARE,1,0,1,-7437,391,292
BAJAJHIND,10,2,8,50933,"144, 62, 64, 112, 63, 35, 30, 16, 7, 6","87, 37, 172, 69, 46, 26, 21, 9, 5, 20"
BAJAJHLDNG,3,3,0,94057,"298, 808, 2543","615, 1659, 5432"
BAJFINANCE,3,2,1,60114,"43, 7, 2831","31, 15, 6016"
BALAJITELE,6,2,4,28523,"43, 46, 34, 57, 54, 44","32, 33, 71, 38, 37, 88"
BALAMINES,3,2,1,57780,"339, 496, 332","714, 235, 792"
BALAXI,2,1,1,22693,"4, 3","3, 6"
BALKRISHNA,6,2,4,26539,"47, 81, 31, 20, 19, 17","102, 50, 19, 8, 14, 37"
BALKRISIND,4,3,1,89192,"19, 118, 316, 996","37, 259, 650, 702"
BALMLAWRIE,4,2,2,49711,"40, 57, 152, 127","23, 116, 113, 285"
BALPHARMA,6,1,5,-15260,"32, 16, 27, 24, 88, 47","23, 34, 19, 17, 53, 32"
BALRAMCHIN,6,4,2,111245,"60, 74, 49, 43, 76, 134","122, 54, 36, 89, 154, 279"
BANARBEADS,3,2,1,64125,"34, 29, 37","24, 61, 86"
BANARISUG,3,2,1,58811,"733, 991, 1022","511, 2136, 2197"
BANCOINDIA,7,3,4,63754,"22, 75, 127, 133, 117, 73, 163","47, 49, 95, 98, 86, 148, 354"
BANDHANBNK,4,0,4,-30770,"550, 526, 319, 268","404, 384, 239, 196"
BANG,7,1,6,-38656,"122, 50, 39, 11, 36, 21, 20","76, 36, 22, 6, 23, 12, 40"
BANKA,2,1,1,33016,"38, 29","28, 66"
BANKBARODA,5,2,3,38156,"57, 151, 144, 119, 51","115, 112, 100, 76, 108"
BANKINDIA,5,1,4,186,"311, 210, 101, 76, 49","232, 142, 72, 51, 109"
BANSWRAS,7,3,4,62767,"15, 11, 41, 20, 73, 41, 39","10, 23, 29, 42, 49, 29, 80"
BARBEQUE,1,0,1,-11359,1166,718
BASF,5,3,2,82673,"255, 210, 589, 951, 1481","184, 471, 1191, 1986, 1023"
BASML,7,3,4,64324,"35, 13, 23, 76, 50, 43, 34","23, 31, 47, 56, 37, 22, 67"
BATAINDIA,3,2,1,59000,"94, 52, 401","66, 117, 811"
BAYERCROP,2,1,1,16169,"916, 4543","1834, 3068"
BBL,6,3,3,78251,"275, 325, 183, 678, 480, 388","579, 244, 428, 446, 285, 843"
BBOX,6,4,2,158017,"30, 17, 19, 11, 16, 137","22, 39, 13, 24, 48, 291"
BBTC,6,3,3,65044,"110, 27, 104, 403, 1380, 1135","63, 61, 215, 853, 936, 732"
BBTCL,1,0,1,-8154,41,30
BCG,5,1,4,10939,"4, 2, 4, 31, 19","3, 1, 11, 17, 14"
BCLIND,1,1,0,30332,38,76
BCONCEPTS,2,1,1,15165,"43, 20","25, 41"
BDL,1,1,0,54414,581,1557
BEARDSELL,3,2,1,76897,"9, 8, 8","6, 18, 22"
BECTORFOOD,1,1,0,42560,315,758
BEDMUTHA,4,1,3,1582,"14, 9, 28, 18","10, 19, 17, 14"
BEL,5,3,2,80069,"8, 13, 12, 31, 30","18, 9, 23, 23, 59"
BEML,7,4,3,102229,"427, 446, 158, 854, 634, 538, 1556","901, 318, 326, 513, 380, 1097, 3505"
BEPL,5,2,3,57044,"14, 12, 59, 49, 31","9, 26, 43, 36, 80"
BERGEPAINT,2,2,0,78672,"12, 68","27, 160"
BFINVEST,4,2,2,46294,"44, 40, 334, 266","31, 86, 241, 534"
BFUTILITIE,7,4,3,127623,"1436, 440, 321, 575, 442, 180, 383","924, 941, 666, 393, 313, 477, 882"
BGRENERGY,6,1,5,6065,"179, 550, 369, 110, 63, 36","494, 397, 257, 80, 41, 21"
BHAGCHEM,0,0,0,0,,
BHAGERIA,1,0,1,-8223,137,102
BHAGYANGR,3,1,2,19094,"15, 10, 33","10, 21, 25"
BHANDARI,3,0,3,-27494,"3, 1, 2","2, 1, 1"
BHARATFORG,6,2,4,26716,"188, 134, 49, 165, 437, 326","141, 92, 105, 115, 235, 678"
BHARATGEAR,8,4,4,107062,"28, 12, 41, 34, 24, 49, 104, 26","16, 27, 30, 24, 48, 102, 62, 66"
BHARATRAS,1,1,0,37674,115,259
BHARATWIRE,2,1,1,34391,"34, 23","25, 55"
BHARTIARTL,3,1,2,26146,"405, 340, 277","295, 252, 652"
BHEL,6,1,5,-4348,"205, 155, 104, 84, 57, 28","150, 116, 61, 59, 31, 71"
BIGBLOC,1,0,1,-8424,6,5
BIKAJI,0,0,0,0,,
BIL,9,3,6,73700,"122, 25, 62, 182, 539, 458, 272, 187, 141","87, 74, 41, 375, 395, 294, 202, 131, 336"
BINANIIND,6,3,3,62850,"226, 46, 110, 65, 86, 6","117, 97, 73, 131, 45, 13"
BIOCON,3,2,1,61798,"24, 61, 40","50, 46, 88"
BIOFILCHEM,3,1,2,20892,"7, 8, 78","5, 21, 58"
BIRLACABLE,5,3,2,108449,"8, 17, 52, 39, 49","23, 12, 32, 85, 114"
BIRLACORPN,6,2,4,51019,"130, 354, 282, 445, 777, 524","309, 260, 199, 322, 567, 1255"
BIRLAMONEY,4,2,2,58221,"20, 62, 56, 34","49, 43, 36, 73"
BKMINDST,2,2,0,86663,"5, 1","10, 2"
BLAL,0,0,0,0,,
BLBLIMITED,6,3,3,106645,"9, 5, 3, 4, 4, 20","5, 4, 8, 3, 8, 52"
BLISSGVS,2,0,2,-19380,"28, 119","20, 73"
BLKASHYAP,5,3,2,102156,"17, 13, 50, 6, 24","40, 9, 33, 14, 53"
BLS,2,1,1,31866,"47, 16","34, 38"
BLUECHIP,7,3,4,51075,"1, 0, 0, 0, 0, 0, 1","1, 1, 1, 0, 0, 0, 2"
BLUECOAST,6,2,4,41083,"81, 142, 81, 63, 131, 5","169, 100, 59, 172, 91, 3"
BLUEDART,5,2,3,49988,"1969, 5962, 5204, 3097, 2484","4203, 4385, 3769, 2247, 5574"
BLUEJET,0,0,0,0,,
BLUESTARCO,7,3,4,69529,"213, 78, 186, 94, 81, 339, 318","145, 170, 124, 68, 173, 230, 718"
BODALCHEM,5,2,3,33552,"12, 42, 42, 127, 60","8, 26, 90, 79, 123"
BOHRAIND,4,1,3,-1156,"840, 508, 34, 30","562, 307, 23, 60"
BOMDYEING,8,3,5,60600,"34, 79, 69, 58, 49, 135, 94, 72","69, 47, 51, 40, 115, 71, 69, 160"
BOROLTD,0,0,0,0,,
BORORENEW,1,1,0,54938,45,133
BOSCHLTD,4,1,3,3656,"4143, 20784, 15305, 11418","2962, 14439, 9396, 23568"
BPCL,2,1,1,21996,"60, 97","37, 200"
BPL,5,3,2,182823,"56, 19, 26, 22, 22","119, 38, 16, 11, 120"
BRIGADE,4,4,0,143722,"34, 41, 136, 488","84, 83, 290, 1025"
BRITANNIA,1,1,0,36951,132,296
BRNL,2,0,2,-23857,"122, 70","83, 33"
BROOKS,3,2,1,76271,"15, 37, 35","38, 22, 84"
BSE,3,1,2,15334,"275, 204, 523","200, 151, 1063"
BSHSL,0,0,0,0,,
BSL,6,2,4,41575,"13, 29, 16, 62, 34, 25","33, 20, 12, 42, 19, 55"
BSOFT,7,5,2,146713,"40, 29, 8, 50, 69, 79, 305","26, 18, 17, 107, 161, 161, 630"
BTML,0,0,0,0,,
BURNPUR,5,0,5,-54220,"10, 10, 9, 2, 2","7, 8, 5, 1, 1"
BUTTERFLY,3,2,1,65138,"198, 300, 133","478, 174, 284"
BVCL,5,2,3,33735,"18, 22, 8, 12, 23","37, 13, 6, 8, 49"
BYKE,2,1,1,40169,"23, 12","16, 32"
CALSOFT,9,4,5,138705,"19, 34, 5, 8, 41, 22, 18, 10, 23","38, 24, 12, 21, 23, 13, 13, 31, 14"
CAMLINFINE,4,1,3,10700,"56, 53, 152, 130","39, 115, 108, 89"
CAMPUS,0,0,0,0,,
CAMS,0,0,0,0,,
CANBK,8,3,5,45913,"42, 91, 84, 50, 40, 58, 45, 20","87, 62, 53, 31, 81, 36, 29, 43"
CANFINHOME,3,2,1,62516,"11, 19, 289","7, 44, 614"
CANTABIL,1,1,0,36653,4,8
CAPACITE,2,1,1,21952,"242, 112","159, 229"
CAPLIPOINT,1,1,0,38410,231,532
CAPTRUST,5,1,4,-15723,"218, 150, 138, 83, 68","134, 78, 97, 58, 136"
CARBORUNIV,4,3,1,83306,"50, 112, 328, 278","105, 226, 222, 599"
CAREERP,1,0,1,-7317,116,85
CARERATING,5,1,4,6276,"665, 1300, 1011, 639, 419","1502, 929, 755, 476, 298"
CARTRADE,1,0,1,-6886,650,481
CARYSIL,1,0,1,-8860,696,490
CASTROLIND,5,2,3,37057,"45, 38, 123, 232, 151","30, 81, 251, 171, 99"
CCHHL,3,1,2,20849,"10, 7, 3","8, 4, 6"
CCL,6,3,3,75345,"28, 19, 8, 26, 16, 193","20, 14, 16, 15, 33, 442"
CDSL,3,2,1,52505,"243, 1249, 1038","490, 909, 2109"
CEATLTD,3,2,1,56559,"54, 1264, 957","116, 924, 1928"
CELEBRITY,4,3,1,97153,"75, 12, 3, 10","51, 29, 7, 21"
CENTENKA,6,2,4,38833,"145, 67, 215, 193, 175, 462","108, 148, 158, 119, 394, 344"
CENTEXT,4,2,2,60842,"4, 5, 3, 3","11, 3, 2, 5"
CENTRALBK,10,3,7,26210,"36, 108, 102, 78, 50, 74, 37, 23, 18, 14","80, 66, 72, 56, 105, 41, 25, 16, 11, 28"
CENTRUM,3,1,2,26401,"24, 18, 25","9, 48, 19"
CENTUM,8,3,5,51991,"49, 113, 57, 710, 581, 383, 298, 494","101, 77, 41, 485, 407, 253, 599, 1028"
CENTURYPLY,6,3,3,82154,"30, 53, 27, 175, 159, 128","72, 32, 61, 126, 111, 264"
CENTURYTEX,11,5,6,110245,"873, 220, 359, 317, 241, 554, 1263, 978, 644, 333, 799","509, 453, 261, 218, 589, 1129, 889, 422, 296, 796, 1630"
CERA,3,3,0,96867,"43, 2017, 4727","91, 4485, 9507"
CEREBRAINT,2,1,1,24661,"8, 25","17, 18"
CESC,2,2,0,77299,"21, 52","42, 132"
CGCL,3,2,1,44691,"14, 107, 702","29, 223, 237"
CGPOWER,5,2,3,59949,"32, 58, 45, 43, 8","64, 35, 32, 29, 22"
CHALET,1,1,0,30462,151,302
CHAMBLFERT,3,2,1,53200,"44, 39, 165","91, 80, 108"
CHEMBOND,1,1,0,35822,168,364
CHEMCON,1,0,1,-7896,319,229
CHEMFAB,1,1,0,31455,194,410
CHEMPLASTS,0,0,0,0,,
CHENNPETRO,4,3,1,160402,"115, 65, 296, 78","263, 170, 221, 279"
CHEVIOT,0,0,0,0,,
CHOICEIN,0,0,0,0,,
CHOLAFIN,4,3,1,100943,"7, 31, 206, 189","19, 61, 153, 389"
CHOLAHLDNG,5,3,2,81188,"31, 20, 91, 486, 332","16, 46, 192, 290, 684"
CIEINDIA,6,3,3,78707,"69, 77, 44, 192, 117, 221","51, 47, 112, 133, 238, 454"
CIGNITITEC,2,0,2,-16767,"438, 268","320, 189"
CINELINE,7,2,5,38382,"118, 45, 35, 22, 9, 45, 24","84, 30, 18, 13, 23, 27, 62"
CINEVISTA,4,2,2,51230,"4, 3, 9, 6","3, 8, 6, 12"
CIPLA,2,2,0,65092,"220, 527","456, 1115"
CLEAN,0,0,0,0,,
CLEDUCATE,1,1,0,33529,11,23
CLSEL,0,0,0,0,,
CMSINFO,0,0,0,0,,
COALINDIA,3,1,2,22776,"325, 271, 126","237, 185, 295"
COASTCORP,1,0,1,-11727,273,176
COCHINSHIP,2,1,1,27213,"196, 150","133, 334"
COFFEEDAY,3,1,2,33363,"236, 50, 22","123, 32, 67"
COFORGE,3,2,1,59981,"142, 68, 1452","87, 162, 2927"
COLPAL,1,1,0,36014,677,1504
COMPINFO,8,2,6,9377,"15, 12, 7, 36, 15, 13, 24, 14","11, 7, 16, 26, 8, 29, 15, 8"
COMPUSOFT,2,1,1,25961,"14, 7","10, 14"
CONCOR,2,2,0,63523,"152, 398","311, 798"
CONCORDBIO,0,0,0,0,,
CONFIPET,0,0,0,0,,
CONSOFINVT,6,4,2,157477,"46, 59, 41, 30, 30, 133","125, 43, 31, 69, 64, 328"
CONTROLPR,1,0,1,-8289,264,186
CORALFINAC,2,1,1,29969,"17, 13","13, 30"
CORDSCABLE,5,2,3,36121,"36, 14, 66, 50, 38","24, 32, 44, 24, 78"
COROMANDEL,4,3,1,86584,"54, 284, 195, 415","110, 201, 412, 845"
COSMOFIRST,3,2,1,53532,"48, 73, 35","96, 52, 71"
COUNCODOS,8,2,6,16286,"3, 3, 2, 1, 1, 4, 2, 2","7, 2, 1, 1, 4, 2, 2, 1"
CRAFTSMAN,0,0,0,0,,
CREATIVE,1,1,0,43168,53,125
CREATIVEYE,3,1,2,25325,"6, 3, 1","4, 2, 4"
CREDITACC,1,1,0,31481,522,1072
CREST,3,1,2,7570,"53, 31, 100","34, 63, 52"
CRISIL,5,3,2,76713,"377, 270, 961, 1952, 1614","253, 553, 2016, 1443, 3298"
CROMPTON,2,1,1,26017,"228, 394","487, 293"
CROWN,2,1,1,32685,"17, 7","12, 16"
CSBBANK,1,1,0,32214,200,419
CSLFINANCE,0,0,0,0,,
CTE,7,2,5,32663,"43, 16, 10, 7, 3, 79, 17","19, 11, 8, 5, 6, 57, 46"
CUB,4,3,1,88070,"16, 10, 40, 76","10, 21, 82, 160"
CUBEXTUB,6,3,3,112110,"11, 15, 5, 11, 11, 20","23, 11, 10, 8, 33, 15"
CUMMINSIND,7,3,4,54457,"227, 132, 420, 871, 768, 575, 392","146, 268, 862, 648, 575, 327, 788"
CUPID,4,2,2,71402,"13, 128, 234, 135","8, 301, 628, 93"
CYBERMEDIA,8,2,6,8992,"29, 21, 12, 9, 10, 8, 4, 3","21, 14, 9, 18, 7, 6, 3, 6"
