Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Buy Prices,Sell Prices
ADSL,3,2,1,72266,"28, 12, 17","22, 30, 37"
ADVANIHOTR,3,1,2,8608,"22, 28, 23","17, 15, 46"
ADVENZYMES,2,0,2,-14736,"262, 183","189, 142"
AEGISCHEM,2,0,2,-13109,"17, 16","13, 13"
AETHER,0,0,0,0,,
AFFLE,0,0,0,0,,
AGARIND,0,0,0,0,,
AGI,3,0,3,-27668,"40, 29, 68","29, 21, 45"
AGRITECH,2,0,2,-14503,"73, 61","56, 46"
AGROPHOS,2,1,1,16200,"17, 11","9, 24"
AGSTRA,0,0,0,0,,
AHLADA,2,0,2,-11923,"61, 56","48, 43"
AHLEAST,2,1,1,24602,"149, 67","108, 139"
AHLUCONT,0,0,0,0,,
AIAENG,1,1,0,32147,940,1974
AIRAN,0,0,0,0,,
AIROLAM,2,1,1,44171,"37, 20","30, 55"
AJANTPHARM,2,0,2,-15175,"913, 759","642, 588"
AJMERA,2,1,1,22599,"121, 224","245, 159"
AJOONI,2,1,1,26605,"2, 1","1, 3"
AKASH,1,0,1,-10444,59,36
AKG,1,1,0,84168,9,35
AKSHAR,0,0,0,0,,
AKSHARCHEM,0,0,0,0,,
AKSHOPTFBR,3,1,2,12451,"7, 28, 8","15, 22, 6"
AKZOINDIA,1,1,0,33568,902,1912
ALANKIT,4,1,3,17391,"28, 24, 15, 17","70, 14, 11, 13"
ALBERTDAVD,0,0,0,0,,
ALEMBICLTD,2,0,2,-15734,"11, 47","8, 35"
ALICON,4,2,2,53020,"60, 67, 586, 251","44, 144, 392, 556"
ALKALI,2,0,2,-15713,"60, 97","40, 76"
ALKEM,1,1,0,33498,1794,3879
ALKYLAMINE,1,0,1,-5535,3180,2518
ALLCARGO,3,2,1,58506,"13, 26, 20","29, 15, 40"
ALLSEC,5,1,4,-9808,"15, 27, 33, 277, 187","12, 21, 22, 116, 388"
ALMONDZ,3,1,2,31474,"33, 9, 11","25, 7, 28"
ALOKINDS,6,1,5,40665,"27, 21, 10, 3, 4, 3","18, 16, 7, 2, 3, 12"
ALPA,2,1,1,46616,"7, 31","20, 24"
ALPHAGEO,3,1,2,11064,"471, 485, 194","1041, 304, 125"
ALPSINDUS,5,1,4,-487,"2, 6, 3, 1, 5","1, 4, 2, 2, 4"
AMBER,1,1,0,32456,817,1734
AMBICAAGAR,1,1,0,30426,17,36
AMBIKCO,0,0,0,0,,
AMBUJACEM,1,1,0,40816,174,411
AMDIND,2,0,2,-14006,"17, 27","13, 20"
AMIORG,0,0,0,0,,
AMJLAND,2,0,2,-15777,"19, 20","15, 14"
AMRUTANJAN,1,1,0,32978,215,446
ANANDRATHI,0,0,0,0,,
ANANTRAJ,5,1,4,25493,"34, 23, 18, 16, 10","27, 17, 12, 13, 26"
ANDHRAPAP,3,1,2,37258,"182, 432, 243","473, 316, 193"
ANDHRSUGAR,2,1,1,35604,"20, 58","51, 35"
ANGELONE,0,0,0,0,,
ANIKINDS,4,2,2,99718,"26, 41, 9, 9","78, 30, 7, 24"
ANKITMETAL,3,0,3,-21049,"8, 3, 2","6, 2, 2"
ANMOL,0,0,0,0,,
ANTGRAPHIC,5,1,4,-7449,"0, 1, 1, 1, 1","0, 1, 1, 0, 1"
ANUP,1,1,0,31512,192,397
ANURAS,0,0,0,0,,
APARINDS,3,1,2,23087,"146, 118, 616","108, 259, 487"
APCL,1,1,0,40108,124,292
APCOTEXIND,2,1,1,25162,"86, 210","174, 168"
APEX,1,0,1,-9511,242,169
APLAPOLLO,1,1,0,31466,144,292
APLLTD,1,0,1,-9494,627,428
APOLLO,0,0,0,0,,
APOLLOHOSP,1,1,0,34183,1106,2348
APOLLOPIPE,0,0,0,0,,
APOLLOTYRE,3,2,1,62044,"66, 163, 108","160, 79, 232"
APOLSINHOT,0,0,0,0,,
APTECHT,3,1,2,21930,"76, 38, 137","47, 89, 103"
APTUS,0,0,0,0,,
ARCHIDPLY,1,1,0,46136,5,13
ARCHIES,4,0,4,-34035,"25, 24, 20, 13","18, 17, 13, 10"
ARENTERP,2,1,1,68123,"11, 10","9, 35"
ARIES,2,1,1,47508,"122, 90","86, 260"
ARIHANTCAP,0,0,0,0,,
ARIHANTSUP,4,0,4,-37642,"61, 40, 31, 28","35, 25, 24, 21"
ARMANFIN,2,2,0,72832,"226, 445","529, 910"
AROGRANITE,1,1,0,41707,26,54
ARROWGREEN,2,0,2,-15211,"463, 116","301, 92"
ARSHIYA,4,2,2,58114,"15, 16, 38, 32","11, 40, 27, 66"
ARTEMISMED,0,0,0,0,,
ARTNIRMAN,1,1,0,43528,20,46
ARVEE,2,1,1,88927,"30, 35","24, 139"
ARVIND,2,1,1,36001,"91, 32","63, 80"
ARVINDFASN,1,0,1,-7594,164,120
ARVSMART,1,0,1,-8568,124,90
ASAHIINDIA,3,2,1,71416,"38, 209, 177","89, 156, 383"
ASAHISONG,1,0,1,-13688,137,74
ASAL,5,1,4,42797,"75, 47, 44, 36, 21","53, 32, 33, 20, 77"
ASALCBR,0,0,0,0,,
ASHAPURMIN,2,0,2,-18821,"65, 28","50, 17"
ASHIANA,3,2,1,62310,"34, 161, 59","70, 126, 132"
ASHIMASYN,6,1,5,23409,"5, 4, 2, 17, 7, 6","3, 3, 6, 13, 6, 5"
ASHOKA,3,1,2,15490,"37, 125, 106","90, 91, 41"
ASHOKLEY,3,1,2,14668,"24, 15, 90","14, 32, 70"
ASIANENE,0,0,0,0,,
ASIANHOTNR,2,1,1,37605,"489, 112","390, 264"
ASIANPAINT,1,1,0,31089,971,1986
ASIANTILES,5,0,5,-37855,"33, 129, 156, 133, 124","25, 99, 121, 91, 94"
ASMS,3,2,1,77785,"7, 1, 4","14, 3, 3"
ASPINWALL,2,1,1,20911,"168, 123","129, 254"
ASTEC,4,3,1,125142,"54, 25, 224, 409","41, 63, 542, 939"
ASTERDM,1,1,0,31170,124,252
ASTRAL,3,2,1,57925,"194, 203, 467","154, 408, 1003"
ASTRAMICRO,4,0,4,-31016,"44, 126, 108, 99","31, 91, 80, 77"
ASTRAZEN,3,1,2,27728,"836, 812, 3908","655, 1891, 3106"
ASTRON,1,0,1,-16750,108,54
ATALREAL,0,0,0,0,,
ATFL,1,0,1,-6611,506,382
ATGL,1,1,0,61021,117,348
ATLANTAA,4,0,4,-33068,"40, 19, 9, 9","29, 14, 6, 7"
ATUL,1,1,0,30630,2390,4914
ATULAUTO,1,0,1,-6626,340,269
AUBANK,0,0,0,0,,
AURIONPRO,5,2,3,36418,"72, 121, 129, 107, 46","144, 84, 96, 74, 92"
AUROPHARMA,4,2,2,60763,"58, 685, 481, 734","147, 470, 981, 531"
AURUM,4,2,2,64401,"380, 228, 77, 56","299, 550, 48, 140"
AUSOMENT,3,2,1,70382,"22, 10, 35","17, 22, 78"
AUTOAXLES,6,3,3,85400,"415, 261, 610, 1244, 970, 564","329, 583, 1439, 805, 688, 1159"
AUTOIND,6,1,5,-4551,"153, 98, 72, 53, 51, 20","118, 75, 58, 34, 40, 41"
AVADHSUGAR,2,1,1,38829,"180, 190","118, 494"
AVANTIFEED,1,1,0,44800,187,467
AVG,1,1,0,34692,51,105
AVROIND,3,2,1,56762,"15, 11, 28","8, 23, 62"
AVTNPL,2,1,1,24451,"27, 23","21, 46"
AWHCL,0,0,0,0,,
AWL,0,0,0,0,,
AXISBANK,1,1,0,31028,444,906
AXISCADES,4,1,3,19064,"43, 158, 91, 51","112, 97, 62, 40"
AXITA,0,0,0,0,,
AYMSYNTEX,3,1,2,25675,"93, 42, 24","72, 30, 53"
BAFNAPH,2,1,1,52045,"11, 13","5, 42"
BAGFILMS,5,0,5,-35400,"17, 4, 6, 5, 2","13, 3, 5, 4, 2"
BAJAJ-AUTO,1,1,0,30236,1604,3257
BAJAJCON,1,1,0,35094,116,234
BAJAJELEC,3,1,2,16043,"215, 174, 343","169, 356, 253"
BAJAJFINSV,2,2,0,63876,"188, 585","391, 1181"
BAJAJHCARE,0,0,0,0,,
BAJAJHIND,7,1,6,39424,"63, 35, 30, 21, 7, 6, 6","46, 26, 23, 14, 6, 5, 20"
BAJAJHLDNG,2,2,0,61957,"808, 2543","1659, 5432"
BAJFINANCE,1,1,0,32090,2831,6016
BALAJITELE,4,1,3,9742,"39, 46, 34, 57","31, 36, 71, 38"
BALAMINES,3,1,2,18660,"339, 496, 332","714, 378, 252"
BALAXI,2,1,1,21544,"4, 3","3, 6"
BALKRISHNA,3,1,2,19191,"47, 31, 20","102, 19, 16"
BALKRISIND,1,0,1,-6496,996,779
BALMLAWRIE,3,1,2,23429,"57, 53, 152","45, 116, 118"
BALPHARMA,2,0,2,-14310,"24, 88","18, 70"
BALRAMCHIN,5,2,3,43003,"49, 60, 50, 76, 134","39, 46, 40, 154, 279"
BANARBEADS,3,0,3,-21584,"34, 31, 37","27, 24, 29"
BANARISUG,2,2,0,67291,"991, 1022","2136, 2197"
BANCOINDIA,4,1,3,9254,"75, 127, 133, 73","60, 95, 98, 148"
BANDHANBNK,2,0,2,-14367,"550, 319","404, 253"
BANG,4,0,4,-49029,"39, 11, 36, 21","22, 6, 23, 12"
BANKA,2,1,1,34908,"37, 29","28, 66"
BANKBARODA,4,1,3,10293,"160, 144, 105, 51","115, 113, 76, 108"
BANKINDIA,5,0,5,-38208,"311, 210, 101, 76, 49","232, 163, 77, 51, 39"
BANSWRAS,4,1,3,11767,"41, 20, 41, 39","29, 42, 32, 31"
BARBEQUE,0,0,0,0,,
BASF,2,1,1,22471,"951, 1481","1986, 1023"
BASML,2,0,2,-11267,"43, 34","33, 26"
BATAINDIA,1,1,0,30081,401,811
BAYERCROP,2,0,2,-15790,"916, 4543","714, 3474"
BBL,3,0,3,-20031,"325, 678, 480","244, 512, 381"
BBOX,2,1,1,31187,"19, 11","15, 24"
BBTC,5,2,3,34358,"104, 498, 403, 1380, 1135","215, 330, 853, 936, 732"
BBTCL,1,0,1,-7062,41,32
BCG,2,0,2,-14884,"14, 4","11, 3"
BCLIND,0,0,0,0,,
BCONCEPTS,2,0,2,-15156,"35, 20","25, 16"
BDL,0,0,0,0,,
BEARDSELL,1,1,0,39477,8,18
BECTORFOOD,0,0,0,0,,
BEDMUTHA,3,1,2,11554,"14, 9, 28","11, 19, 17"
BEL,3,2,1,55012,"12, 31, 30","23, 25, 59"
BEML,5,1,4,-1526,"446, 1079, 854, 634, 538","318, 796, 682, 380, 1097"
BEPL,3,0,3,-22009,"15, 59, 49","11, 46, 37"
BERGEPAINT,1,1,0,40528,68,160
BFINVEST,1,0,1,-6070,334,264
BFUTILITIE,5,2,3,62957,"321, 575, 394, 180, 383","666, 450, 313, 477, 301"
BGRENERGY,5,0,5,-46026,"550, 369, 110, 63, 36","397, 286, 80, 41, 21"
BHAGCHEM,0,0,0,0,,
BHAGERIA,1,0,1,-6460,137,108
BHAGYANGR,2,1,1,25511,"21, 10","15, 21"
BHANDARI,2,0,2,-20571,"1, 2","1, 1"
BHARATFORG,4,1,3,3731,"165, 679, 446, 326","130, 509, 235, 678"
BHARATGEAR,3,3,0,106867,"24, 49, 26","48, 102, 66"
BHARATRAS,1,1,0,37674,115,259
BHARATWIRE,2,1,1,34391,"34, 23","25, 55"
BHARTIARTL,1,1,0,34448,304,652
BHEL,7,1,6,5933,"155, 134, 168, 84, 75, 57, 28","118, 106, 133, 65, 59, 43, 71"
BIGBLOC,1,0,1,-8424,6,5
BIL,4,1,3,4010,"62, 182, 272, 187","41, 375, 202, 131"
BINANIIND,2,1,1,26294,"110, 65","87, 131"
BIOCON,2,1,1,28289,"61, 40","46, 88"
BIOFILCHEM,2,1,1,28265,"7, 8","5, 21"
BIRLACABLE,3,1,2,18341,"17, 52, 49","12, 32, 114"
BIRLACORPN,3,1,2,27432,"777, 524, 518","567, 415, 1255"
BIRLAMONEY,2,0,2,-17731,"47, 62","33, 48"
BKMINDST,2,2,0,86663,"5, 1","10, 2"
BLBLIMITED,3,2,1,85850,"3, 4, 4","8, 4, 8"
BLISSGVS,2,0,2,-12583,"28, 119","21, 94"
BLKASHYAP,2,1,1,35759,"50, 6","39, 14"
BLS,2,1,1,31866,"47, 16","34, 38"
BLUECHIP,3,2,1,40000,"0, 0, 0","1, 1, 0"
BLUECOAST,4,1,3,21408,"81, 63, 131, 5","59, 172, 102, 3"
BLUEDART,5,2,3,54985,"1969, 5962, 5204, 3097, 2484","4203, 4756, 4138, 2401, 5574"
BLUESTARCO,3,0,3,-24505,"186, 94, 339","144, 68, 230"
BODALCHEM,4,1,3,10098,"12, 42, 127, 60","10, 31, 100, 123"
BOHRAIND,3,1,2,9554,"508, 34, 30","307, 23, 60"
BOMDYEING,6,1,5,4412,"79, 69, 58, 49, 135, 94","61, 51, 40, 115, 108, 69"
BOROLTD,0,0,0,0,,
BORORENEW,2,0,2,-17128,"45, 133","35, 78"
BOSCHLTD,2,0,2,-7257,"20784, 15305","16339, 12128"
BPCL,2,1,1,21927,"110, 470","231, 317"
BPL,2,0,2,-14538,"26, 22","20, 17"
BRIGADE,1,1,0,33583,136,290
BRITANNIA,0,0,0,0,,
BRNL,2,0,2,-15321,"122, 70","83, 52"
BROOKS,2,0,2,-17522,"15, 37","12, 22"
BSE,2,0,2,-15640,"275, 204","200, 151"
BSHSL,0,0,0,0,,
BSL,4,1,3,12547,"29, 16, 62, 25","22, 12, 42, 55"
BSOFT,2,2,0,73993,"50, 69","107, 161"
BTML,0,0,0,0,,
BURNPUR,5,0,5,-42927,"9, 10, 14, 2, 2","6, 8, 10, 1, 1"
BUTTERFLY,2,1,1,28341,"198, 133","157, 284"
BVCL,3,0,3,-26238,"22, 8, 12","17, 6, 8"
BYKE,3,1,2,36836,"23, 21, 12","18, 16, 32"
CALSOFT,7,2,5,71361,"34, 5, 8, 41, 22, 18, 10","24, 12, 6, 32, 13, 13, 31"
CAMLINFINE,3,1,2,24774,"56, 53, 152","44, 115, 118"
CAMPUS,0,0,0,0,,
CAMS,0,0,0,0,,
CANBK,7,2,5,22673,"122, 91, 84, 50, 40, 45, 20","89, 71, 53, 38, 81, 29, 43"
CANFINHOME,1,1,0,34139,289,614
CANTABIL,1,1,0,36653,4,8
CAPACITE,3,1,2,18120,"357, 242, 112","271, 182, 229"
CAPLIPOINT,1,1,0,38410,231,532
CAPTRUST,6,1,5,-24858,"474, 218, 150, 138, 83, 68","336, 134, 78, 97, 58, 136"
CARBORUNIV,1,1,0,33550,278,599
CAREERP,0,0,0,0,,
CARERATING,4,0,4,-31598,"1300, 1011, 639, 419","929, 755, 476, 298"
CARTRADE,1,0,1,-6886,650,481
CARYSIL,1,0,1,-7359,696,527
CASTROLIND,4,1,3,6789,"123, 232, 198, 151","251, 184, 143, 99"
CCHHL,2,1,1,34295,"10, 3","8, 6"
CCL,1,1,0,38417,193,442
CDSL,2,1,1,34684,"243, 205","191, 483"
CEATLTD,1,0,1,-6511,1264,980
CELEBRITY,2,2,0,66173,"3, 10","7, 21"
CENTENKA,3,1,2,20287,"215, 193, 175","171, 119, 394"
CENTEXT,2,0,2,-19965,"5, 3","4, 2"
CENTRALBK,7,1,6,-25037,"108, 102, 78, 74, 37, 23, 14","66, 77, 62, 41, 25, 18, 28"
CENTRUM,2,0,2,-16321,"18, 40","14, 27"
CENTUM,6,1,5,-11805,"113, 57, 710, 581, 383, 298","77, 41, 485, 407, 253, 599"
CENTURYPLY,4,1,3,8002,"53, 27, 175, 159","32, 61, 126, 111"
CENTURYTEX,8,2,6,33535,"359, 323, 241, 554, 1263, 978, 644, 333","285, 227, 589, 419, 947, 422, 507, 796"
CERA,1,1,0,31682,1830,3751
CEREBRAINT,0,0,0,0,,
CESC,2,1,1,27954,"42, 89","91, 69"
CGCL,2,1,1,23372,"14, 34","29, 24"
CGPOWER,4,0,4,-34949,"69, 45, 43, 8","45, 32, 29, 6"
CHALET,0,0,0,0,,
CHAMBLFERT,1,0,1,-10552,165,108
CHEMBOND,0,0,0,0,,
CHEMCON,0,0,0,0,,
CHEMFAB,1,1,0,31455,194,410
CHEMPLASTS,0,0,0,0,,
CHENNPETRO,3,2,1,123127,"65, 273, 78","170, 208, 279"
CHEVIOT,0,0,0,0,,
CHOICEIN,0,0,0,0,,
CHOLAFIN,2,1,1,23548,"206, 189","153, 389"
CHOLAHLDNG,1,0,1,-10242,486,290
CIEINDIA,3,1,2,22912,"44, 192, 165","112, 151, 69"
CIGNITITEC,1,0,1,-8624,268,189
CINELINE,4,2,2,78621,"62, 9, 45, 24","49, 23, 27, 62"
CINEVISTA,3,1,2,21428,"4, 9, 6","3, 6, 12"
CIPLA,1,0,1,-6821,527,402
CLEAN,0,0,0,0,,
CLEDUCATE,1,1,0,33529,11,23
CLSEL,0,0,0,0,,
CMSINFO,0,0,0,0,,
COALINDIA,3,0,3,-20431,"325, 294, 237","251, 225, 185"
COASTCORP,0,0,0,0,,
COCHINSHIP,1,1,0,36561,150,334
COFFEEDAY,3,1,2,33363,"236, 50, 22","123, 32, 67"
COFORGE,1,1,0,29498,1452,2927
COLPAL,0,0,0,0,,
COMPINFO,5,2,3,42167,"15, 7, 33, 15, 13","12, 16, 21, 8, 29"
COMPUSOFT,2,1,1,27675,"14, 7","11, 14"
CONCOR,2,2,0,63000,"196, 398","418, 798"
CONFIPET,0,0,0,0,,
CONSOFINVT,4,1,3,12875,"63, 41, 30, 64","127, 31, 24, 50"
CONTROLPR,1,0,1,-8289,264,186
CORALFINAC,1,0,1,-7848,17,13
CORDSCABLE,1,0,1,-7776,31,24
COROMANDEL,4,2,2,50678,"284, 224, 190, 415","224, 155, 412, 845"
COSMOFIRST,2,0,2,-12008,"73, 242","59, 193"
COUNCODOS,3,0,3,-26557,"1, 2, 2","1, 2, 1"
CRAFTSMAN,0,0,0,0,,
CREATIVE,2,1,1,37056,"78, 53","62, 125"
CREATIVEYE,2,1,1,39880,"3, 1","2, 4"
CREDITACC,1,1,0,31481,522,1072
CREST,2,1,1,18090,"31, 100","63, 52"
CRISIL,4,2,2,49601,"961, 1952, 1614, 1370","2016, 1443, 1284, 2788"
CROMPTON,1,1,0,33837,228,487
CROWN,2,1,1,32685,"17, 7","12, 16"
CSBBANK,0,0,0,0,,
CTE,4,2,2,68330,"10, 7, 3, 17","8, 5, 6, 46"
CUB,3,2,1,58451,"40, 76, 158","82, 160, 125"
CUBEXTUB,4,2,2,88407,"15, 5, 11, 11","11, 10, 8, 33"
CUMMINSIND,5,2,3,32916,"420, 871, 768, 575, 392","862, 648, 575, 327, 788"
CUPID,2,1,1,33230,"13, 128","10, 301"
CYBERMEDIA,8,2,6,13428,"21, 12, 9, 8, 10, 8, 4, 3","14, 9, 7, 18, 7, 6, 3, 6"
CYBERTECH,2,1,1,23182,"14, 44","11, 89"
CYIENT,3,2,1,54240,"129, 460, 276","272, 229, 606"
DABUR,0,0,0,0,,
DALBHARAT,2,1,1,19986,"881, 673","491, 1436"
DALMIASUG,4,2,2,119776,"16, 154, 62, 109","65, 107, 48, 253"
DAMODARIND,0,0,0,0,,
DANGEE,1,1,0,31930,6,13
DATAMATICS,3,0,3,-20537,"63, 141, 77","49, 104, 60"
DATAPATTNS,0,0,0,0,,
DBCORP,2,0,2,-16912,"371, 187","260, 136"
DBL,1,0,1,-6408,838,654
DBREALTY,7,1,6,-13969,"72, 71, 60, 51, 28, 12, 6","49, 53, 37, 36, 20, 8, 14"
DBSTOCKBRO,3,1,2,20788,"98, 9, 8","77, 7, 19"
DCAL,4,2,2,72951,"26, 26, 296, 84","58, 69, 234, 65"
DCBBANK,3,1,2,16688,"59, 94, 195","47, 191, 148"
DCI,1,1,0,39259,41,95
DCM,1,0,1,-6610,27,20
DCMFINSERV,3,1,2,27628,"3, 1, 1","2, 1, 2"
DCMNVL,1,0,1,-8086,198,140
DCMSHRIRAM,3,2,1,61563,"125, 330, 317","257, 215, 702"
DCMSRIND,0,0,0,0,,
DCW,2,0,2,-16429,"12, 26","9, 19"
DECCANCE,4,2,2,48003,"87, 416, 318, 242","196, 301, 196, 504"
DEEPAKFERT,3,0,3,-21829,"104, 343, 95","82, 260, 73"
DEEPAKNTR,2,2,0,65927,"65, 233","131, 506"
DEEPENR,5,0,5,-39422,"39, 70, 83, 66, 44","29, 53, 63, 45, 34"
DEEPINDS,0,0,0,0,,
DELHIVERY,0,0,0,0,,
DELPHIFX,4,2,2,53682,"70, 65, 587, 338","55, 140, 408, 702"
DELTACORP,4,2,2,47232,"77, 67, 125, 85","61, 41, 265, 177"
DELTAMAGNT,4,2,2,47066,"43, 26, 28, 25","32, 53, 21, 53"
DEN,5,0,5,-40990,"78, 161, 60, 51, 53","61, 108, 48, 30, 40"
DENORA,4,3,1,96342,"120, 257, 324, 223","275, 549, 241, 465"
DEVIT,1,1,0,53731,19,53
DEVYANI,0,0,0,0,,
DGCONTENT,2,1,1,52355,"6, 5","4, 14"
DHAMPURSUG,4,2,2,65612,"37, 110, 209, 133","29, 239, 161, 320"
DHANBANK,6,0,6,-56535,"125, 74, 41, 23, 16, 15","78, 54, 30, 18, 8, 12"
DHANI,5,3,2,120576,"8, 20, 171, 118, 65","19, 58, 108, 250, 48"
DHANUKA,0,0,0,0,,
DHRUV,0,0,0,0,,
DHUNINV,1,1,0,33364,49,106
DIACABS,7,0,7,-52310,"12390, 4515, 4705, 315, 200, 160, 75","8903, 3420, 3460, 180, 155, 110, 60"
DIAMONDYD,1,0,1,-6142,932,715
DICIND,3,0,3,-20361,"258, 216, 409","201, 167, 322"
DIGISPICE,2,0,2,-12025,"32, 28","25, 21"
DIGJAMLMTD,3,2,1,135517,"132, 30, 80","96, 104, 245"
DIL,3,2,1,86299,"3, 3, 8","2, 7, 22"
DISHTV,4,2,2,72755,"54, 90, 75, 8","116, 71, 57, 20"
DIVISLAB,2,1,1,23560,"1051, 647","784, 1306"
DIXON,1,1,0,30427,454,931
DLF,7,1,6,-9992,"301, 269, 199, 176, 115, 221, 178","224, 210, 150, 140, 233, 163, 137"
DLINKINDIA,2,1,1,38431,"22, 105","54, 81"
DMART,1,1,0,30370,1492,2994
DMCC,0,0,0,0,,
DNAMEDIA,3,1,2,595,"6, 1, 0","2, 0, 1"
DODLA,0,0,0,0,,
DOLATALGO,1,1,0,42159,49,118
DOLLAR,2,1,1,32344,"173, 132","110, 312"
DOLPHIN,3,0,3,-22317,"1019, 775, 376","790, 610, 261"
DONEAR,4,0,4,-31460,"11, 17, 44, 30","9, 13, 31, 21"
DPABHUSHAN,1,1,0,52486,46,129
DPSCLTD,2,0,2,-15627,"16, 13","12, 10"
DPWIRES,3,1,2,24067,"70, 60, 52","52, 45, 113"
DRCSYSTEMS,0,0,0,0,,
DREDGECORP,1,0,1,-6161,296,235
DRREDDY,1,1,0,30096,2702,5423
DSSL,5,1,4,18510,"12, 4, 3, 3, 38","8, 4, 2, 8, 28"
DTIL,0,0,0,0,,
DUCON,1,1,0,101506,3,15
DVL,5,1,4,1904,"115, 94, 81, 112, 64","88, 68, 163, 85, 49"
DWARKESH,3,2,1,60736,"4, 2, 25","3, 4, 54"
DYNAMATECH,4,1,3,11442,"1252, 2417, 2144, 606","992, 1531, 1703, 1311"
DYNPRO,0,0,0,0,,
E2E,1,1,0,36846,18,41
EASEMYTRIP,0,0,0,0,,
ECLERX,2,0,2,-15242,"853, 354","676, 244"
EDELWEISS,4,0,4,-27659,"32, 98, 107, 67","26, 74, 80, 52"
EDUCOMP,8,0,8,-67184,"608, 271, 24, 13, 9, 8, 4, 4","474, 212, 12, 10, 6, 6, 3, 3"
EICHERMOT,1,1,0,27918,1655,3359
EIDPARRY,3,2,1,56366,"207, 130, 165","144, 269, 347"
EIFFL,3,0,3,-23175,"121, 106, 101","94, 73, 75"
EIHAHOTELS,2,1,1,25286,"343, 235","260, 496"
EIHOTEL,4,3,1,90243,"53, 100, 179, 86","106, 202, 140, 187"
EIMCOELECO,3,1,2,22988,"249, 115, 338","184, 265, 192"
EKC,5,1,4,23677,"84, 31, 12, 11, 19","62, 24, 9, 8, 49"
ELDEHSG,0,0,0,0,,
ELECON,6,1,5,-14204,"74, 62, 62, 58, 34, 26","54, 42, 49, 31, 19, 57"
ELECTCAST,5,2,3,53929,"25, 13, 23, 15, 14","17, 31, 16, 9, 34"
ELECTHERM,5,2,3,46625,"179, 17, 22, 136, 115","138, 35, 45, 87, 90"
ELGIEQUIP,3,2,1,59460,"72, 152, 73","155, 109, 153"
ELGIRUBCO,2,1,1,26049,"27, 14","20, 31"
EMAMILTD,2,2,0,67973,"127, 221","255, 483"
EMAMIPAP,1,0,1,-7084,118,84
EMAMIREAL,3,2,1,58916,"34, 16, 36","22, 35, 79"
EMKAY,5,2,3,59008,"49, 16, 144, 68, 47","35, 33, 98, 52, 117"
EMMBI,1,0,1,-5410,12,9
EMUDHRA,0,0,0,0,,
ENDURANCE,3,1,2,11357,"1204, 1012, 726","922, 601, 1456"
ENERGYDEV,4,2,2,108062,"16, 34, 7, 10","34, 26, 5, 38"
ENGINERSIN,4,1,3,10525,"115, 87, 117, 75","77, 186, 92, 57"
ENIL,2,1,1,25764,"238, 742","506, 550"
EPL,2,2,0,66884,"17, 110","34, 234"
