Ticker,Fast Period,Slow Period,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
BIL,15,30,3,2,1,43968,43.97,"64.69999694824219, 178.14999389648438, 223.0","52.04999923706055, 457.75, 228.89999389648438"
BIL,15,35,3,1,2,21772,21.77,"101.6500015258789, 178.14999389648438, 221.39999389648438","56.79999923706055, 387.6000061035156, 200.60000610351562"
BIL,15,40,2,1,1,32788,32.79,"113.25, 178.14999389648438","52.45000076293945, 457.75"
BIL,20,30,3,1,2,19624,19.62,"67.0, 175.85000610351562, 335.79998779296875","52.45000076293945, 387.6000061035156, 211.4499969482422"
BIL,20,35,3,1,2,11976,11.98,"113.25, 179.4499969482422, 303.75","49.5, 389.45001220703125, 243.6999969482422"
BIL,20,40,2,1,1,23278,23.28,"79.0, 179.4499969482422","48.349998474121094, 387.6000061035156"
BIOCON,10,30,4,1,3,107391,107.39,"37.93333435058594, 46.008331298828125, 56.2833366394043, 409.6000061035156","29.741666793823242, 39.83333206176758, 281.6499938964844, 368.45001220703125"
BIOCON,10,35,3,1,2,98058,98.06,"46.008331298828125, 64.53333282470703, 354.70001220703125","39.724998474121094, 294.3500061035156, 308.3999938964844"
BIOCON,10,40,2,1,1,103749,103.75,"46.008331298828125, 64.53333282470703","36.758331298828125, 309.8999938964844"
BIOCON,15,30,4,1,3,74630,74.63,"47.62916564941406, 47.40833282470703, 64.53333282470703, 447.70001220703125","19.424999237060547, 39.724998474121094, 286.8999938964844, 334.1000061035156"
BIOCON,15,35,3,1,2,98022,98.02,"47.40833282470703, 77.125, 376.1499938964844","39.61666488647461, 354.70001220703125, 309.8999938964844"
BIOCON,15,40,2,1,1,77133,77.13,"47.40833282470703, 72.70833587646484","40.14999771118164, 269.8500061035156"
BIOCON,20,30,4,1,3,83885,83.89,"35.875, 54.24166488647461, 72.70833587646484, 429.3500061035156","16.883333206176758, 40.14999771118164, 353.95001220703125, 307.20001220703125"
BIOCON,20,35,4,1,3,116045,116.04,"35.875, 51.59166717529297, 76.40833282470703, 429.3500061035156","16.883333206176758, 43.77499771118164, 447.70001220703125, 290.95001220703125"
BIOCON,20,40,2,1,1,78350,78.35,"51.59166717529297, 76.40833282470703","45.79999923706055, 282.8500061035156"
BIRLACABLE,10,30,3,1,2,18153,18.15,"15.699999809265137, 19.850000381469727, 68.44999694824219","13.899999618530273, 34.900001525878906, 61.75"
BIRLACABLE,10,35,3,1,2,1377,1.38,"15.75, 23.100000381469727, 64.9000015258789","11.199999809265137, 35.400001525878906, 60.70000076293945"
BIRLACABLE,10,40,3,1,2,-1667,-1.67,"17.899999618530273, 26.299999237060547, 54.849998474121094","9.100000381469727, 38.849998474121094, 57.099998474121094"
BIRLACABLE,15,30,3,1,2,16564,16.56,"17.899999618530273, 13.300000190734863, 64.9000015258789","9.100000381469727, 35.400001525878906, 32.5"
BIRLACABLE,15,35,3,1,2,-9311,-9.31,"17.600000381469727, 23.100000381469727, 54.849998474121094","10.0, 38.849998474121094, 32.5"
BIRLACABLE,15,40,3,1,2,-7298,-7.3,"26.950000762939453, 26.299999237060547, 60.900001525878906","10.350000381469727, 43.25, 41.45000076293945"
BIRLACABLE,20,30,3,1,2,1628,1.63,"16.100000381469727, 23.100000381469727, 54.849998474121094","10.350000381469727, 38.849998474121094, 49.25"
BIRLACABLE,20,35,3,1,2,-10581,-10.58,"23.149999618530273, 26.299999237060547, 60.900001525878906","9.949999809265137, 35.79999923706055, 47.20000076293945"
BIRLACABLE,20,40,3,1,2,-17987,-17.99,"19.200000762939453, 27.600000381469727, 84.6500015258789","8.800000190734863, 38.349998474121094, 56.54999923706055"
BIRLACORPN,10,30,3,3,0,23773,23.77,"300.1499938964844, 409.79998779296875, 718.1500244140625","320.8500061035156, 566.9000244140625, 949.5999755859375"
BIRLACORPN,10,35,3,2,1,14240,14.24,"300.1499938964844, 409.79998779296875, 849.5","270.0, 617.4000244140625, 906.0499877929688"
BIRLACORPN,10,40,3,1,2,6583,6.58,"317.70001220703125, 379.54998779296875, 949.8499755859375","284.8500061035156, 600.2000122070312, 890.2000122070312"
BIRLACORPN,15,30,3,2,1,6736,6.74,"364.79998779296875, 379.54998779296875, 708.8499755859375","268.6499938964844, 486.1000061035156, 870.4500122070312"
BIRLACORPN,15,35,3,1,2,-4009,-4.01,"364.79998779296875, 545.9000244140625, 718.1500244140625","270.0, 464.45001220703125, 916.5499877929688"
BIRLACORPN,15,40,3,1,2,1815,1.81,"360.25, 545.9000244140625, 918.1500244140625","257.04998779296875, 524.4000244140625, 1228.199951171875"
BIRLACORPN,20,30,3,2,1,28999,29.0,"397.8999938964844, 289.70001220703125, 721.2999877929688","270.0, 502.8999938964844, 1121.0999755859375"
BIRLACORPN,20,35,3,2,1,20481,20.48,"369.70001220703125, 379.54998779296875, 949.8499755859375","257.04998779296875, 652.8499755859375, 1228.199951171875"
BIRLACORPN,20,40,3,2,1,-4278,-4.28,"369.70001220703125, 473.45001220703125, 1255.25","225.0500030517578, 581.2999877929688, 1273.199951171875"
BIRLAMONEY,10,30,4,3,1,30832,30.83,"12.199999809265137, 23.149999618530273, 30.049999237060547, 41.04999923706055","11.149999618530273, 24.649999618530273, 56.29999923706055, 49.900001525878906"
BIRLAMONEY,10,35,1,1,0,28037,28.04,23.149999618530273,44.79999923706055
BIRLAMONEY,10,40,1,1,0,38003,38.0,20.75,47.04999923706055
BIRLAMONEY,15,30,4,3,1,-425,-0.42,"13.350000381469727, 28.850000381469727, 56.5, 55.54999923706055","13.300000190734863, 28.5, 47.150001525878906, 61.04999923706055"
BIRLAMONEY,15,35,1,1,0,24023,24.02,25.649999618530273,47.04999923706055
BIRLAMONEY,15,40,1,1,0,7585,7.58,28.850000381469727,35.900001525878906
BIRLAMONEY,20,30,4,2,2,31434,31.43,"34.04999923706055, 12.100000381469727, 56.5, 60.79999923706055","18.649999618530273, 28.549999237060547, 50.54999923706055, 78.9000015258789"
BIRLAMONEY,20,35,2,1,1,10488,10.49,"18.399999618530273, 56.5","31.649999618530273, 35.900001525878906"
BIRLAMONEY,20,40,1,1,0,12274,12.27,25.649999618530273,36.900001525878906
BLISSGVS,10,30,1,0,1,-11089,-11.09,174.60000610351562,109.8499984741211
BLISSGVS,10,35,1,1,0,3648,3.65,98.55000305175781,111.3499984741211
BLISSGVS,10,40,1,1,0,3433,3.43,107.6500015258789,107.80000305175781
BLISSGVS,15,30,2,0,2,-11523,-11.52,"168.5500030517578, 111.3499984741211","165.14999389648438, 72.5999984741211"
BLISSGVS,15,35,1,0,1,-1570,-1.57,109.8499984741211,103.69999694824219
BLISSGVS,15,40,0,0,0,0,0.0,,
BLISSGVS,20,30,3,1,2,135003,135.0,"26.549999237060547, 205.6999969482422, 103.69999694824219","163.9499969482422, 106.80000305175781, 81.4000015258789"
BLISSGVS,20,35,1,1,0,3758,3.76,72.5999984741211,81.4000015258789
BLISSGVS,20,40,0,0,0,0,0.0,,
BLKASHYAP,10,30,1,1,0,11813,11.81,16.0,21.649999618530273
BLKASHYAP,10,35,1,1,0,6057,6.06,15.600000381469727,19.450000762939453
BLKASHYAP,10,40,1,1,0,14230,14.23,15.600000381469727,23.600000381469727
BLKASHYAP,15,30,2,2,0,6941,6.94,"21.299999237060547, 16.200000762939453","21.950000762939453, 20.049999237060547"
BLKASHYAP,15,35,1,1,0,4165,4.16,16.200000762939453,18.649999618530273
BLKASHYAP,15,40,1,1,0,3000,3.0,15.0,16.799999237060547
BLKASHYAP,20,30,2,0,2,-21243,-21.24,"26.149999618530273, 15.149999618530273","18.950000762939453, 8.100000381469727"
BLKASHYAP,20,35,1,0,1,-12714,-12.71,15.449999809265137,9.25
BLKASHYAP,20,40,1,0,1,-12519,-12.52,15.449999809265137,9.550000190734863
BLS,10,30,0,0,0,0,0.0,,
BLS,10,35,0,0,0,0,0.0,,
BLS,10,40,0,0,0,0,0.0,,
BLS,15,30,0,0,0,0,0.0,,
BLS,15,35,0,0,0,0,0.0,,
BLS,15,40,0,0,0,0,0.0,,
BLS,20,30,0,0,0,0,0.0,,
BLS,20,35,0,0,0,0,0.0,,
BLS,20,40,0,0,0,0,0.0,,
BLUEDART,10,30,2,2,0,235866,235.87,"658.5999755859375, 3973.550048828125","5482.14990234375, 6281.89990234375"
BLUEDART,10,35,2,2,0,197115,197.12,"658.5999755859375, 4695.7001953125","4756.35009765625, 6579.60009765625"
BLUEDART,10,40,2,2,0,175965,175.96,"658.5999755859375, 4695.7001953125","4354.5, 6311.2998046875"
BLUEDART,15,30,2,2,0,130385,130.38,"899.5999755859375, 4695.7001953125","4385.4501953125, 7362.4501953125"
BLUEDART,15,35,2,2,0,118185,118.18,"899.5999755859375, 5574.35009765625","4354.5, 6509.2001953125"
BLUEDART,15,40,2,2,0,147573,147.57,"905.5499877929688, 5244.2998046875","5203.5, 6183.9501953125"
BLUEDART,20,30,2,2,0,89454,89.45,"1119.6500244140625, 5244.2998046875","4354.5, 6183.9501953125"
BLUEDART,20,35,2,2,0,98634,98.63,"1119.6500244140625, 6012.64990234375","4878.39990234375, 6311.2998046875"
BLUEDART,20,40,1,1,0,95550,95.55,1119.6500244140625,4709.35009765625
BLUESTARCO,10,30,3,1,2,6618,6.62,"189.85000610351562, 146.0, 420.92498779296875","123.875, 297.70001220703125, 243.1999969482422"
BLUESTARCO,10,35,3,1,2,19591,19.59,"189.85000610351562, 146.0, 338.3999938964844","113.19999694824219, 338.95001220703125, 249.8249969482422"
BLUESTARCO,10,40,2,1,1,9350,9.35,"193.85000610351562, 144.27499389648438","113.19999694824219, 249.8249969482422"
BLUESTARCO,15,30,4,2,2,27380,27.38,"202.52499389648438, 144.27499389648438, 419.875, 313.82501220703125","103.75, 338.29998779296875, 320.57501220703125, 400.54998779296875"
BLUESTARCO,15,35,3,1,2,9550,9.55,"205.4499969482422, 144.27499389648438, 420.42498779296875","85.42500305175781, 338.3999938964844, 243.1999969482422"
BLUESTARCO,15,40,2,1,1,-5168,-5.17,"202.52499389648438, 173.02499389648438","85.42500305175781, 243.1999969482422"
BLUESTARCO,20,30,4,2,2,19285,19.29,"212.89999389648438, 173.02499389648438, 249.8249969482422, 317.8999938964844","89.07499694824219, 338.3999938964844, 243.1999969482422, 408.0249938964844"
BLUESTARCO,20,35,3,2,1,33187,33.19,"228.47500610351562, 173.02499389648438, 313.82501220703125","84.8499984741211, 393.125, 455.125"
BLUESTARCO,20,40,2,1,1,-4578,-4.58,"242.625, 181.1999969482422","93.25, 266.5249938964844"
BODALCHEM,10,30,2,1,1,120710,120.71,"18.899999618530273, 101.4000015258789","99.80000305175781, 78.9000015258789"
BODALCHEM,10,35,1,0,1,-14370,-14.37,119.0999984741211,62.45000076293945
BODALCHEM,10,40,1,0,1,-12211,-12.21,105.8499984741211,62.45000076293945
BODALCHEM,15,30,2,1,1,53361,53.36,"35.5, 105.8499984741211","112.69999694824219, 62.45000076293945"
BODALCHEM,15,35,1,0,1,-14889,-14.89,118.44999694824219,57.70000076293945
BODALCHEM,15,40,1,0,1,-14189,-14.19,122.55000305175781,64.80000305175781
BODALCHEM,20,30,2,1,1,36312,36.31,"38.900001525878906, 122.55000305175781","104.30000305175781, 64.80000305175781"
BODALCHEM,20,35,1,0,1,-9996,-10.0,111.6500015258789,73.30000305175781
BODALCHEM,20,40,1,0,1,-7340,-7.34,108.30000305175781,82.3499984741211
BOMDYEING,10,30,5,1,4,-40205,-40.2,"104.36000061035156, 100.56999969482422, 73.5, 80.75, 92.0999984741211","61.220001220703125, 49.04999923706055, 40.0, 112.55000305175781, 56.75"
BOMDYEING,10,35,5,1,4,-30152,-30.15,"104.37000274658203, 100.56999969482422, 64.1500015258789, 80.75, 91.9000015258789","73.63999938964844, 45.04999923706055, 40.0, 127.4000015258789, 56.75"
BOMDYEING,10,40,4,1,3,-24906,-24.91,"110.26000213623047, 104.4000015258789, 80.75, 109.69999694824219","68.73999786376953, 45.04999923706055, 107.55000305175781, 83.05000305175781"
BOMDYEING,15,30,5,1,4,-34809,-34.81,"104.37000274658203, 126.9000015258789, 73.5, 114.8499984741211, 91.9000015258789","85.68000030517578, 71.0999984741211, 47.599998474121094, 71.25, 113.0"
BOMDYEING,15,35,4,0,4,-42513,-42.51,"124.7699966430664, 126.9000015258789, 66.75, 114.8499984741211","69.13999938964844, 75.94999694824219, 49.20000076293945, 83.9000015258789"
BOMDYEING,15,40,3,0,3,-42939,-42.94,"122.68000030517578, 126.9000015258789, 176.25","91.88999938964844, 49.04999923706055, 77.75"
BOMDYEING,20,30,4,0,4,-60737,-60.74,"122.68000030517578, 119.3499984741211, 87.5, 194.25","69.13999938964844, 56.04999923706055, 47.599998474121094, 81.5"
BOMDYEING,20,35,4,1,3,-36860,-36.86,"104.69000244140625, 91.55000305175781, 66.75, 194.25","116.04000091552734, 51.04999923706055, 46.29999923706055, 82.3499984741211"
BOMDYEING,20,40,3,1,2,-12106,-12.11,"65.12000274658203, 91.55000305175781, 194.25","107.5199966430664, 51.04999923706055, 79.3499984741211"
BOROLTD,10,30,0,0,0,0,0.0,,
BOROLTD,10,35,0,0,0,0,0.0,,
BOROLTD,10,40,0,0,0,0,0.0,,
BOROLTD,15,30,0,0,0,0,0.0,,
BOROLTD,15,35,0,0,0,0,0.0,,
BOROLTD,15,40,0,0,0,0,0.0,,
BOROLTD,20,30,0,0,0,0,0.0,,
BOROLTD,20,35,0,0,0,0,0.0,,
BOROLTD,20,40,0,0,0,0,0.0,,
BORORENEW,10,30,0,0,0,0,0.0,,
BORORENEW,10,35,1,0,1,-4512,-4.51,630.5999755859375,538.2000122070312
BORORENEW,10,40,0,0,0,0,0.0,,
BORORENEW,15,30,0,0,0,0,0.0,,
BORORENEW,15,35,0,0,0,0,0.0,,
BORORENEW,15,40,0,0,0,0,0.0,,
BORORENEW,20,30,1,1,0,35694,35.69,300.45001220703125,630.5999755859375
BORORENEW,20,35,0,0,0,0,0.0,,
BORORENEW,20,40,0,0,0,0,0.0,,
BOSCHLTD,10,30,1,1,0,81900,81.9,4644.75,18017.55078125
BOSCHLTD,10,35,1,1,0,84307,84.31,4644.75,18687.30078125
BOSCHLTD,10,40,1,1,0,84307,84.31,4644.75,18687.30078125
BOSCHLTD,15,30,2,1,1,100121,100.12,"4867.39990234375, 22991.599609375","22130.75, 18367.5"
BOSCHLTD,15,35,1,1,0,87329,87.33,4867.39990234375,19404.80078125
BOSCHLTD,15,40,1,1,0,83107,83.11,4867.39990234375,18687.30078125
BOSCHLTD,20,30,2,1,1,76535,76.53,"5372.9501953125, 21986.80078125","21583.25, 17509.94921875"
BOSCHLTD,20,35,2,2,0,65458,65.46,"5653.7998046875, 18720.69921875","18367.5, 21990.349609375"
BOSCHLTD,20,40,1,1,0,62205,62.2,5653.7998046875,18017.55078125
BPCL,10,30,6,2,4,45120,45.12,"77.46666717529297, 77.44999694824219, 116.70833587646484, 123.99166870117188, 491.54998779296875, 472.0","47.849998474121094, 110.375, 111.7750015258789, 374.1499938964844, 354.45001220703125, 359.3500061035156"
BPCL,10,35,4,1,3,53513,53.51,"77.46666717529297, 77.44999694824219, 491.54998779296875, 427.95001220703125","47.849998474121094, 275.1000061035156, 353.04998779296875, 362.6000061035156"
BPCL,10,40,3,1,2,67717,67.72,"77.44999694824219, 491.54998779296875, 421.79998779296875","275.1000061035156, 407.79998779296875, 362.6000061035156"
BPCL,15,30,6,4,2,57577,57.58,"54.650001525878906, 84.61666870117188, 116.2750015258789, 136.81666564941406, 370.0, 471.6499938964844","77.44999694824219, 110.375, 112.51666259765625, 324.3999938964844, 427.95001220703125, 328.6499938964844"
BPCL,15,35,4,3,1,93128,93.13,"59.20000076293945, 84.61666870117188, 413.79998779296875, 468.1000061035156","71.68333435058594, 362.75, 427.95001220703125, 308.3999938964844"
BPCL,15,40,4,2,2,84852,84.85,"65.32499694824219, 84.61666870117188, 354.45001220703125, 468.1000061035156","62.67499923706055, 345.45001220703125, 383.6000061035156, 308.3999938964844"
BPCL,20,30,4,4,0,101128,101.13,"47.849998474121094, 136.81666564941406, 374.0, 326.20001220703125","121.0999984741211, 362.75, 445.5, 341.1499938964844"
BPCL,20,35,2,2,0,132058,132.06,"65.32499694824219, 353.04998779296875","337.54998779296875, 432.20001220703125"
BPCL,20,40,2,1,1,142351,142.35,"64.33333587646484, 383.6000061035156","379.8500061035156, 326.20001220703125"
BPL,10,30,2,1,1,18775,18.77,"41.70000076293945, 21.0","25.399999618530273, 40.900001525878906"
BPL,10,35,2,1,1,20019,20.02,"33.400001525878906, 21.0","25.399999618530273, 40.099998474121094"
BPL,10,40,1,1,0,33003,33.0,19.899999618530273,41.25
BPL,15,30,2,1,1,-2680,-2.68,"36.650001525878906, 33.599998474121094","25.25, 41.25"
BPL,15,35,2,0,2,-20381,-20.38,"33.400001525878906, 33.599998474121094","20.049999237060547, 26.25"
BPL,15,40,2,1,1,-4879,-4.88,"24.299999237060547, 33.599998474121094","25.25, 26.5"
BPL,20,30,3,2,1,20604,20.6,"40.0, 36.599998474121094, 39.25","20.049999237060547, 37.0, 85.05000305175781"
BPL,20,35,2,0,2,-20905,-20.91,"32.900001525878906, 36.599998474121094","16.399999618530273, 26.5"
BPL,20,40,2,0,2,-19168,-19.17,"25.399999618530273, 36.599998474121094","16.0, 25.899999618530273"
BRIGADE,10,30,3,1,2,31449,31.45,"40.33333206176758, 63.766666412353516, 215.35000610351562","37.400001525878906, 145.3000030517578, 179.25"
BRIGADE,10,35,2,1,1,30511,30.51,"63.766666412353516, 199.6999969482422","140.3000030517578, 162.89999389648438"
BRIGADE,10,40,2,1,1,16567,16.57,"82.56666564941406, 174.39999389648438","131.39999389648438, 162.89999389648438"
BRIGADE,15,30,2,2,0,58483,58.48,"37.400001525878906, 63.766666412353516","49.03333282470703, 167.06666564941406"
BRIGADE,15,35,2,2,0,25213,25.21,"39.266666412353516, 82.56666564941406","40.766666412353516, 147.96665954589844"
BRIGADE,15,40,1,1,0,32198,32.2,82.56666564941406,174.39999389648438
BRIGADE,20,30,2,1,1,80399,80.4,"97.5999984741211, 40.266666412353516","42.93333435058594, 172.13333129882812"
BRIGADE,20,35,1,1,0,130585,130.59,40.766666412353516,215.35000610351562
BRIGADE,20,40,0,0,0,0,0.0,,
BRITANNIA,10,30,1,1,0,566560,566.56,186.875,3747.75
BRITANNIA,10,35,0,0,0,0,0.0,,
BRITANNIA,10,40,0,0,0,0,0.0,,
BRITANNIA,15,30,0,0,0,0,0.0,,
BRITANNIA,15,35,0,0,0,0,0.0,,
BRITANNIA,15,40,0,0,0,0,0.0,,
BRITANNIA,20,30,1,1,0,3431,3.43,143.89999389648438,159.53500366210938
BRITANNIA,20,35,0,0,0,0,0.0,,
BRITANNIA,20,40,0,0,0,0,0.0,,
BRNL,10,30,1,1,0,5282,5.28,34.349998474121094,39.849998474121094
BRNL,10,35,0,0,0,0,0.0,,
BRNL,10,40,1,0,1,-580,-0.58,31.049999237060547,30.350000381469727
BRNL,15,30,0,0,0,0,0.0,,
BRNL,15,35,0,0,0,0,0.0,,
BRNL,15,40,0,0,0,0,0.0,,
BRNL,20,30,0,0,0,0,0.0,,
BRNL,20,35,0,0,0,0,0.0,,
BRNL,20,40,0,0,0,0,0.0,,
BROOKS,10,30,2,2,0,97721,97.72,"19.548551559448242, 65.81855773925781","79.68205261230469, 77.80357360839844"
BROOKS,10,35,1,1,0,10879,10.88,62.104190826416016,86.0
BROOKS,10,40,1,1,0,24473,24.47,60.71749496459961,109.0
BROOKS,15,30,3,2,1,55557,55.56,"25.210607528686523, 58.1422004699707, 104.69999694824219","76.83036041259766, 61.064170837402344, 80.5"
BROOKS,15,35,1,1,0,12088,12.09,84.24181365966797,118.6500015258789
BROOKS,15,40,0,0,0,0,0.0,,
BROOKS,20,30,1,1,0,1213,1.21,84.24181365966797,86.0
BROOKS,20,35,1,0,1,-3713,-3.71,97.66304779052734,80.5
BROOKS,20,40,0,0,0,0,0.0,,
BSE,10,30,0,0,0,0,0.0,,
BSE,10,35,0,0,0,0,0.0,,
BSE,10,40,0,0,0,0,0.0,,
BSE,15,30,0,0,0,0,0.0,,
BSE,15,35,0,0,0,0,0.0,,
BSE,15,40,0,0,0,0,0.0,,
BSE,20,30,0,0,0,0,0.0,,
BSE,20,35,0,0,0,0,0.0,,
BSE,20,40,0,0,0,0,0.0,,
BSHSL,10,30,0,0,0,0,0.0,,
BSHSL,10,35,0,0,0,0,0.0,,
BSHSL,10,40,0,0,0,0,0.0,,
BSHSL,15,30,0,0,0,0,0.0,,
BSHSL,15,35,0,0,0,0,0.0,,
BSHSL,15,40,0,0,0,0,0.0,,
BSHSL,20,30,0,0,0,0,0.0,,
BSHSL,20,35,0,0,0,0,0.0,,
BSHSL,20,40,0,0,0,0,0.0,,
BSOFT,10,30,4,2,2,31835,31.84,"34.593814849853516, 81.65135192871094, 131.5373077392578, 197.60000610351562","66.39028930664062, 77.14452362060547, 86.30000305175781, 301.95001220703125"
BSOFT,10,35,4,2,2,42798,42.8,"33.35055160522461, 81.65135192871094, 131.5373077392578, 197.60000610351562","85.03924560546875, 79.1026611328125, 74.5, 261.1499938964844"
BSOFT,10,40,3,1,2,23945,23.95,"35.93032455444336, 114.56676483154297, 134.33465576171875","85.03924560546875, 89.0798568725586, 74.5"
BSOFT,15,30,3,2,1,28848,28.85,"35.93032455444336, 134.33465576171875, 246.89999389648438","85.03924560546875, 66.5999984741211, 272.95001220703125"
BSOFT,15,35,3,2,1,49705,49.7,"31.066055297851562, 131.5373077392578, 250.1999969482422","83.17434692382812, 66.5999984741211, 358.8999938964844"
BSOFT,15,40,2,1,1,24273,24.27,"40.31283187866211, 134.61439514160156","91.90827941894531, 69.8499984741211"
BSOFT,20,30,4,3,1,81742,81.74,"40.31283187866211, 76.3053207397461, 160.75401306152344, 226.89999389648438","105.02471160888672, 131.5373077392578, 79.3499984741211, 427.25"
BSOFT,20,35,3,2,1,62817,62.82,"44.40005874633789, 112.35997009277344, 253.0500030517578","91.90827941894531, 89.69999694824219, 547.6500244140625"
BSOFT,20,40,2,1,1,137,0.14,"51.14476776123047, 160.75401306152344","81.65135192871094, 61.0"
BUTTERFLY,10,30,3,1,2,23513,23.51,"184.64999389648438, 315.6000061035156, 466.04998779296875","165.14999389648438, 174.14999389648438, 1085.4000244140625"
BUTTERFLY,10,35,2,1,1,12299,12.3,"478.0, 512.7000122070312","194.9499969482422, 1039.949951171875"
BUTTERFLY,10,40,2,1,1,-7585,-7.58,"478.0, 569.5499877929688","194.9499969482422, 762.9500122070312"
BUTTERFLY,15,30,2,1,1,26020,26.02,"186.5, 512.7000122070312","173.39999389648438, 983.3499755859375"
BUTTERFLY,15,35,2,1,1,3799,3.8,"315.6000061035156, 569.5499877929688","173.39999389648438, 898.6500244140625"
BUTTERFLY,15,40,2,1,1,-12309,-12.31,"478.0, 656.9000244140625","153.5500030517578, 838.2000122070312"
BUTTERFLY,20,30,3,2,1,2059,2.06,"166.9499969482422, 315.6000061035156, 569.5499877929688","185.1999969482422, 150.85000610351562, 838.2000122070312"
BUTTERFLY,20,35,2,1,1,-8589,-8.59,"478.0, 555.5499877929688","168.6999969482422, 758.2999877929688"
BUTTERFLY,20,40,1,0,1,-20402,-20.4,537.5999755859375,168.6999969482422
BYKE,10,30,1,0,1,-4988,-4.99,180.6999969482422,154.4499969482422
BYKE,10,35,0,0,0,0,0.0,,
BYKE,10,40,0,0,0,0,0.0,,
BYKE,15,30,0,0,0,0,0.0,,
BYKE,15,35,0,0,0,0,0.0,,
BYKE,15,40,0,0,0,0,0.0,,
BYKE,20,30,0,0,0,0,0.0,,
BYKE,20,35,0,0,0,0,0.0,,
BYKE,20,40,0,0,0,0,0.0,,
CAMLINFINE,10,30,3,1,2,-21760,-21.76,"119.1500015258789, 114.75, 168.60000610351562","48.04999923706055, 156.89999389648438, 89.25"
CAMLINFINE,10,35,2,1,1,-17049,-17.05,"119.1500015258789, 115.4000015258789","48.04999923706055, 115.25"
CAMLINFINE,10,40,1,0,1,-7954,-7.95,122.44999694824219,89.25
CAMLINFINE,15,30,2,1,1,-7996,-8.0,"124.94999694824219, 114.75","46.0, 160.10000610351562"
CAMLINFINE,15,35,4,1,3,-16247,-16.25,"124.94999694824219, 72.3499984741211, 115.4000015258789, 165.1999969482422","101.25, 46.0, 162.89999389648438, 89.25"
CAMLINFINE,15,40,1,0,1,-7954,-7.95,122.44999694824219,89.25
CAMLINFINE,20,30,2,1,1,50,0.05,"101.25, 96.5999984741211","72.3499984741211, 127.44999694824219"
CAMLINFINE,20,35,2,1,1,5357,5.36,"107.0999984741211, 122.44999694824219","88.44999694824219, 162.89999389648438"
CAMLINFINE,20,40,1,0,1,-6371,-6.37,134.6999969482422,106.19999694824219
CAMS,10,30,0,0,0,0,0.0,,
CAMS,10,35,0,0,0,0,0.0,,
CAMS,10,40,0,0,0,0,0.0,,
CAMS,15,30,0,0,0,0,0.0,,
CAMS,15,35,0,0,0,0,0.0,,
CAMS,15,40,0,0,0,0,0.0,,
CAMS,20,30,0,0,0,0,0.0,,
CAMS,20,35,0,0,0,0,0.0,,
CAMS,20,40,0,0,0,0,0.0,,
CANBK,10,30,3,1,2,-10342,-10.34,"66.40314483642578, 80.20511627197266, 71.51000213623047","91.44900512695312, 52.8346061706543, 44.16999816894531"
CANBK,10,35,3,1,2,-7475,-7.47,"66.40314483642578, 87.28604125976562, 70.18000030517578","92.55783081054688, 53.86561965942383, 52.38999938964844"
CANBK,10,40,3,1,2,-12744,-12.74,"66.40314483642578, 87.28604125976562, 70.18000030517578","80.27320098876953, 54.42975997924805, 52.38999938964844"
CANBK,15,30,3,1,2,-22338,-22.34,"75.62390899658203, 71.5484848022461, 73.62000274658203","84.93221282958984, 30.823429107666016, 51.15999984741211"
CANBK,15,35,3,1,2,-23104,-23.1,"75.62390899658203, 71.5484848022461, 67.94999694824219","80.27320098876953, 30.823429107666016, 50.029998779296875"
CANBK,15,40,3,0,3,-17215,-17.21,"75.62390899658203, 73.60078430175781, 61.599998474121094","71.23723602294922, 52.8346061706543, 46.290000915527344"
CANBK,20,30,3,0,3,-16362,-16.36,"79.79660034179688, 54.0504264831543, 61.599998474121094","71.23723602294922, 40.06364822387695, 50.029998779296875"
CANBK,20,35,3,0,3,-18679,-18.68,"76.45066833496094, 54.42975997924805, 74.56999969482422","61.88029861450195, 42.49528884887695, 58.2599983215332"
CANBK,20,40,3,1,2,-18733,-18.73,"76.45066833496094, 54.42975997924805, 72.08000183105469","77.98745727539062, 30.823429107666016, 56.880001068115234"
CANFINHOME,10,30,3,3,0,229932,229.93,"15.321277618408203, 28.02471160888672, 484.04998779296875","16.212263107299805, 237.60000610351562, 567.5499877929688"
CANFINHOME,10,35,2,2,0,303691,303.69,"15.321277618408203, 25.42523765563965","19.06892967224121, 275.79998779296875"
CANFINHOME,10,40,2,2,0,413656,413.66,"14.503775596618652, 19.69353675842285","18.839292526245117, 288.8999938964844"
CANFINHOME,15,30,3,3,0,296917,296.92,"15.45905876159668, 27.473587036132812, 320.1000061035156","19.06892967224121, 269.8500061035156, 616.7000122070312"
CANFINHOME,15,35,2,2,0,221412,221.41,"16.074481964111328, 30.8721923828125","19.77620506286621, 250.6999969482422"
CANFINHOME,15,40,1,1,0,286339,286.34,25.42523765563965,266.20001220703125
CANFINHOME,20,30,2,2,0,269846,269.85,"16.147966384887695, 27.381732940673828","19.77620506286621, 266.20001220703125"
CANFINHOME,20,35,1,1,0,362769,362.77,26.747940063476562,348.8500061035156
CANFINHOME,20,40,0,0,0,0,0.0,,
CANTABIL,10,30,0,0,0,0,0.0,,
CANTABIL,10,35,0,0,0,0,0.0,,
CANTABIL,10,40,0,0,0,0,0.0,,
